tau,SCS-3.0,OSQP,COSMO
6.619433458774393,1.0,0.43,0.331
6.680743915695613,1.0,0.436,0.336
6.742622241778342,1.0,0.441,0.343
6.805073696735208,1.0,0.445,0.348
6.868103588995304,1.0,0.451,0.352
6.931717276155406,1.0,0.455,0.358
6.995920165435373,1.0,0.457,0.364
7.060717714137773,1.0,0.459,0.373
7.1261154301117475,1.0,0.463,0.379
7.192118872221189,1.0,0.469,0.386
7.258733650817251,1.0,0.478,0.389
7.3259654282152304,1.0,0.486,0.392
7.393819919175866,1.0,0.49,0.402
7.46230289139111,1.0,0.493,0.406
7.531420165974372,1.0,0.5,0.415
7.6011776179553285,1.0,0.503,0.418
7.671581176779302,1.0,0.504,0.426
7.742636826811269,1.0,0.508,0.429
7.814350607844544,1.0,0.51,0.437
7.886728615614152,1.0,0.517,0.441
7.959777002314984,1.0,0.522,0.447
8.033501977124734,1.0,0.525,0.454
8.107909806731687,1.0,0.53,0.465
8.183006815867392,1.0,0.534,0.469
8.258799387844268,1.0,0.538,0.473
8.335293965098193,1.0,0.541,0.481
8.412497049736118,1.0,0.547,0.485
8.490415204088746,1.0,0.55,0.489
8.56905505126835,1.0,0.554,0.494
8.648423275731723,1.0,0.556,0.496
8.728526623848378,1.0,0.563,0.501
8.809371904473991,1.0,0.568,0.508
8.89096598952916,1.0,0.574,0.512
8.973315814583522,1.0,0.577,0.519
9.05642837944529,1.0,0.581,0.524
9.14031074875623,1.0,0.584,0.527
9.224970052592175,1.0,0.587,0.53
9.310413487069077,1.0,0.592,0.535
9.396648314954692,1.0,0.594,0.541
9.483681866285922,1.0,0.598,0.545
9.571521538991863,1.0,0.602,0.549
9.660174799522645,1.0,0.606,0.552
9.749649183484088,1.0,0.61,0.56
9.83995229627823,1.0,0.614,0.568
9.931091813749795,1.0,0.616,0.575
10.023075482838655,1.0,0.618,0.578
10.115911122238298,1.0,0.624,0.583
10.209606623060465,1.0,0.627,0.589
10.30416994950588,1.0,0.631,0.593
10.399609139541198,1.0,0.636,0.596
10.495932305582278,1.0,0.637,0.6
10.5931476351837,1.0,0.638,0.605
10.691263391734761,1.0,0.645,0.608
10.79028791516184,1.0,0.649,0.61
10.8902296226373,1.0,0.653,0.616
10.991097009294972,1.0,0.656,0.619
11.092898648952227,1.0,0.658,0.622
11.195643194838782,1.0,0.658,0.629
11.299339380332222,1.0,0.659,0.63
11.403996019700324,1.0,0.661,0.631
11.509622008850323,1.0,0.662,0.633
11.616226326085018,1.0,0.663,0.636
11.723818032865985,1.0,0.666,0.638
11.832406274583786,1.0,0.671,0.64
11.94200028133532,1.0,0.674,0.642
12.052609368708426,1.0,0.678,0.646
12.164242938573679,1.0,0.681,0.648
12.276910479883592,1.0,0.687,0.651
12.390621569479162,1.0,0.689,0.652
12.505385872903908,1.0,0.689,0.654
12.621213145225473,1.0,0.691,0.654
12.738113231864785,1.0,0.694,0.659
12.856096069432958,1.0,0.696,0.662
12.975171686575875,1.0,0.698,0.666
13.095350204826671,1.0,0.7,0.67
13.216641839466051,1.0,0.704,0.671
13.339056900390586,1.0,0.707,0.673
13.462605792989104,1.0,0.711,0.676
13.587299019027098,1.0,0.712,0.679
13.71314717753945,1.0,0.714,0.681
13.840160965731316,1.0,0.718,0.683
13.968351179887398,1.0,0.72,0.684
14.09772871628967,1.0,0.721,0.688
14.228304572143527,1.0,0.724,0.689
14.360089846512599,1.0,0.725,0.69
14.493095741262167,1.0,0.728,0.694
14.627333562011298,1.0,0.729,0.695
14.762814719093903,1.0,0.73,0.697
14.899550728528544,1.0,0.732,0.698
15.037553212997377,1.0,0.733,0.701
15.176833902834053,1.0,0.736,0.703
15.317404637020799,1.0,0.736,0.706
15.459277364194778,1.0,0.736,0.709
15.602464143663688,1.0,0.737,0.711
15.74697714643086,1.0,0.739,0.715
15.89282865622978,1.0,0.741,0.717
16.0400310705682,1.0,0.743,0.719
16.188596901781985,1.0,0.743,0.719
16.338538778098613,1.0,0.745,0.723
16.48986944471065,1.0,0.745,0.725
16.642601764859037,1.0,0.745,0.728
16.79674872092653,1.0,0.746,0.728
16.952323415541205,1.0,0.75,0.729
17.109339072690144,1.0,0.753,0.73
17.26780903884356,1.0,0.755,0.731
17.42774678408919,1.0,0.758,0.737
17.589165903277326,1.0,0.758,0.741
17.75208011717635,1.0,0.758,0.744
17.916503273639005,1.0,0.76,0.744
18.082449348779516,1.0,0.764,0.747
18.249932448161523,1.0,0.767,0.751
18.41896680799711,1.0,0.769,0.753
18.589566796356873,1.0,0.77,0.755
18.761746914391203,1.0,0.77,0.758
18.935521797562952,1.0,0.771,0.76
19.11090621689138,1.0,0.771,0.761
19.287915080207778,1.0,0.772,0.762
19.46656343342262,1.0,0.773,0.764
19.646866461804457,1.0,0.775,0.767
19.828839491270713,1.0,0.776,0.769
20.01249798969037,1.0,0.777,0.769
20.197857568198785,1.0,0.779,0.769
20.384933982524633,1.0,0.78,0.77
20.573743134329128,1.0,0.78,0.773
20.764301072557746,1.0,0.781,0.773
20.95662399480433,1.0,0.783,0.774
21.150728248687948,1.0,0.786,0.774
21.346630333242445,1.0,0.787,0.774
21.544346900318832,1.0,0.787,0.775
21.7438947560008,1.0,0.788,0.775
21.945290862033136,1.0,0.788,0.78
22.14855233726359,1.0,0.79,0.781
22.353696459097954,1.0,0.792,0.785
22.560740664968602,1.0,0.793,0.787
22.7697025538168,1.0,0.795,0.789
22.98059988758851,1.0,0.796,0.79
23.193450592744288,1.0,0.797,0.791
23.408272761782932,1.0,0.8,0.794
23.625084654779464,1.0,0.802,0.796
23.843904700937205,1.0,0.802,0.796
24.06475150015424,1.0,0.802,0.798
24.287643824604515,1.0,0.805,0.798
24.512600620333387,1.0,0.806,0.8
24.73964100886813,1.0,0.809,0.8
24.968784288843267,1.0,0.811,0.8
25.200049937640923,1.0,0.812,0.804
25.433457613046496,1.0,0.813,0.804
25.669027154919505,1.0,0.814,0.805
25.906778586880076,1.0,0.814,0.807
26.14673211801092,1.0,0.819,0.808
26.388908144575105,1.0,0.819,0.81
26.633327251749822,1.0,0.82,0.81
26.88001021537606,1.0,0.822,0.812
27.128978003724658,1.0,0.823,0.815
27.380251779278577,1.0,0.823,0.815
27.6338529005317,1.0,0.823,0.815
27.88980292380441,1.0,0.825,0.815
28.1481236050758,1.0,0.825,0.816
28.408836901833027,1.0,0.826,0.818
28.671964974937698,1.0,0.833,0.818
28.937530190509502,1.0,0.834,0.819
29.205555121827466,1.0,0.836,0.819
29.47606255124857,1.0,0.836,0.819
29.749075472144405,1.0,0.839,0.82
30.024617090855493,1.0,0.839,0.822
30.30271082866396,1.0,0.841,0.822
30.583380323784333,1.0,0.842,0.822
30.86664943337273,1.0,0.845,0.824
31.15254223555488,1.0,0.845,0.826
31.441083031472647,1.0,0.846,0.827
31.732296347349763,1.0,0.846,0.829
32.02620693657652,1.0,0.849,0.83
32.32283978181379,1.0,0.85,0.832
32.622220097116696,1.0,0.851,0.835
32.924373330077685,1.0,0.852,0.839
33.229325163989714,1.0,0.852,0.841
33.5371015200293,1.0,0.853,0.842
33.84772855945981,1.0,0.853,0.843
34.16123268585528,1.0,0.853,0.843
34.47764054734464,1.0,0.854,0.845
34.79697903887691,1.0,0.854,0.845
35.1192753045073,1.0,0.856,0.845
35.44455673970434,1.0,0.859,0.845
35.77285099367874,1.0,0.86,0.847
36.10418597173337,1.0,0.862,0.85
36.43858983763545,1.0,0.862,0.852
36.77609101601033,1.0,0.862,0.856
37.11671819475765,1.0,0.862,0.857
37.46050032748993,1.0,0.863,0.859
37.80746663599349,1.0,0.863,0.862
38.15764661271248,1.0,0.864,0.863
38.511070023255705,1.0,0.866,0.863
38.867766908926654,1.0,0.867,0.864
39.22776758927719,1.0,0.87,0.865
39.591102664684584,1.0,0.871,0.865
39.957803018952696,1.0,0.874,0.866
40.32789982193707,1.0,0.875,0.867
40.701424532194366,1.0,0.876,0.867
41.078408899656466,1.0,0.876,0.867
41.45888496832911,1.0,0.881,0.867
41.84288507901582,1.0,0.883,0.867
42.23044187206674,1.0,0.884,0.868
42.62158829015323,1.0,0.884,0.869
43.01635758106795,1.0,0.885,0.869
43.41478330055092,1.0,0.885,0.87
43.816899315141924,1.0,0.885,0.87
44.22273980505899,1.0,0.885,0.871
44.63233926710395,1.0,0.888,0.871
45.04573251759459,1.0,0.89,0.872
45.462954695323994,1.0,0.89,0.874
45.88404126454759,1.0,0.89,0.874
46.30902801799739,1.0,0.89,0.874
46.73795107992461,1.0,0.89,0.875
47.17084690917017,1.0,0.89,0.876
47.607752302263684,1.0,0.892,0.876
48.048704396551315,1.0,0.893,0.876
48.493740673352356,1.0,0.893,0.876
48.94289896114529,1.0,0.895,0.876
49.396217438783204,1.0,0.895,0.88
49.853734638738935,1.0,0.895,0.88
50.31548945038054,1.0,0.895,0.881
50.78152112327673,1.0,0.896,0.882
51.2518692705333,1.0,0.897,0.885
51.72657387216019,1.0,0.898,0.887
52.205675278469755,1.0,0.9,0.887
52.689214213506744,1.0,0.9,0.887
53.17723177850969,1.0,0.901,0.887
53.66976945540476,1.0,0.901,0.889
54.16686911033152,1.0,0.903,0.889
54.66857299720181,1.0,0.905,0.889
55.17492376129126,1.0,0.906,0.89
55.68596444286412,1.0,0.906,0.89
56.20173848083188,1.0,0.906,0.893
56.72228971644544,1.0,0.906,0.894
57.247662397021784,1.0,0.907,0.897
57.77790117970504,1.0,0.907,0.898
58.313051135262214,1.0,0.908,0.9
58.8531577519145,1.0,0.908,0.9
59.398266939203566,1.0,0.908,0.902
59.94842503189409,1.0,0.908,0.903
60.503678793912215,1.0,0.909,0.903
61.06407542232039,1.0,0.91,0.905
61.629662551329425,1.0,0.91,0.905
62.200488256347114,1.0,0.911,0.905
62.776601058065,1.0,0.912,0.905
63.35804992658251,1.0,0.912,0.908
63.9448842855694,1.0,0.914,0.909
64.53715401646701,1.0,0.916,0.911
65.13490946272803,1.0,0.917,0.913
65.73820143409586,1.0,0.917,0.913
66.34708121092348,1.0,0.917,0.913
66.96160054853219,1.0,0.917,0.913
67.5818116816111,1.0,0.918,0.914
68.20776732865686,1.0,0.919,0.915
68.83952069645497,1.0,0.919,0.915
69.47712548460237,1.0,0.919,0.916
70.12063589007181,1.0,0.919,0.917
70.77010661181889,1.0,0.919,0.917
71.42559285543126,1.0,0.919,0.918
72.08715033782136,1.0,0.919,0.918
72.7548352919623,1.0,0.919,0.92
73.42870447166761,1.0,0.92,0.921
74.1088151564157,1.0,0.92,0.922
74.79522515621821,1.0,0.92,0.922
75.48799281653436,1.0,0.921,0.922
76.18717702322995,1.0,0.921,0.922
76.8928372075831,1.0,0.922,0.922
77.6050333513357,1.0,0.922,0.922
78.32382599179196,1.0,0.923,0.924
79.04927622696424,1.0,0.924,0.924
79.78144572076624,1.0,0.925,0.925
80.52039670825474,1.0,0.928,0.926
81.26619200091946,1.0,0.928,0.926
82.01889499202203,1.0,0.928,0.926
82.77856966198476,1.0,0.93,0.928
83.54528058382867,1.0,0.932,0.928
84.31909292866256,1.0,0.934,0.93
85.10007247122246,1.0,0.935,0.93
85.88828559546249,1.0,0.935,0.93
86.68379930019779,1.0,0.935,0.93
87.4866812047991,1.0,0.935,0.931
88.29699955494087,1.0,0.935,0.932
89.11482322840202,1.0,0.936,0.933
89.94022174092044,1.0,0.936,0.933
90.77326525210228,1.0,0.936,0.934
91.61402457138516,1.0,0.939,0.935
92.46257116405738,1.0,0.94,0.935
93.31897715733238,1.0,0.942,0.935
94.18331534647952,1.0,0.942,0.936
95.05565920101196,1.0,0.942,0.936
95.93608287093141,1.0,0.943,0.937
96.82466119303123,1.0,0.944,0.938
97.72146969725725,1.0,0.944,0.939
98.6265846131282,1.0,0.946,0.941
99.54008287621524,1.0,0.946,0.941
100.46204213468131,1.0,0.946,0.941
101.39254075588153,1.0,0.949,0.942
102.3316578330245,1.0,0.95,0.944
103.27947319189515,1.0,0.951,0.944
104.23606739764011,1.0,0.951,0.944
105.20152176161591,1.0,0.951,0.945
106.17591834830002,1.0,0.952,0.945
107.15933998226711,1.0,0.952,0.945
108.15187025522881,1.0,0.954,0.946
109.1535935331391,1.0,0.955,0.946
110.16459496336569,1.0,0.956,0.946
111.1849604819271,1.0,0.956,0.947
112.21477682079802,1.0,0.956,0.949
113.25413151528114,1.0,0.957,0.949
114.30311291144787,1.0,0.957,0.95
115.36181017364785,1.0,0.958,0.952
116.43031329208767,1.0,0.959,0.953
117.50871309048075,1.0,0.96,0.954
118.59710123376694,1.0,0.96,0.958
119.69557023590428,1.0,0.96,0.958
120.8042134677329,1.0,0.96,0.958
121.92312516491107,1.0,0.96,0.958
123.05240043592616,1.0,0.961,0.959
124.19213527017834,1.0,0.962,0.959
125.34242654613995,1.0,0.962,0.959
126.50337203959037,1.0,0.962,0.959
127.67507043192657,1.0,0.962,0.959
128.8576213185518,1.0,0.962,0.96
130.05112521734085,1.0,0.962,0.96
131.25568357718427,1.0,0.962,0.96
132.47139878661176,1.0,0.962,0.96
133.69837418249466,1.0,0.962,0.961
134.93671405883066,1.0,0.963,0.961
136.18652367560813,1.0,0.963,0.962
137.44790926775366,1.0,0.964,0.962
138.7209780541621,1.0,0.965,0.962
140.00583824680976,1.0,0.966,0.962
141.30259905995337,1.0,0.966,0.962
142.61137071941283,1.0,0.967,0.962
143.93226447194064,1.0,0.967,0.962
145.26539259467813,1.0,0.968,0.962
146.61086840469844,1.0,0.968,0.962
147.96880626863964,1.0,0.968,0.962
149.33932161242518,1.0,0.969,0.962
150.72253093107557,1.0,0.969,0.962
152.1185517986105,1.0,0.969,0.962
153.52750287804227,1.0,0.969,0.962
154.94950393146317,1.0,0.969,0.962
156.3846758302246,1.0,0.971,0.963
157.8331405652118,1.0,0.971,0.965
159.29502125721228,1.0,0.972,0.965
160.77044216738236,1.0,0.972,0.965
162.25952870780873,1.0,0.973,0.965
163.76240745216873,1.0,0.974,0.965
165.27920614648954,1.0,0.975,0.965
166.81005372000593,1.0,0.975,0.966
168.35508029612024,1.0,0.975,0.966
169.9144172034626,1.0,0.975,0.966
171.48819698705393,1.0,0.975,0.966
173.07655341957258,1.0,0.975,0.966
174.67962151272457,1.0,0.975,0.966
176.29753752872057,1.0,0.975,0.966
177.93043899185773,1.0,0.975,0.967
179.5784647002095,1.0,0.975,0.967
181.24175473742378,1.0,0.975,0.967
182.92045048462938,1.0,0.975,0.967
184.61469463245476,1.0,0.975,0.967
186.324631193156,1.0,0.975,0.967
188.05040551285816,1.0,0.976,0.967
189.79216428391015,1.0,0.976,0.967
191.55005555735278,1.0,0.976,0.967
193.32422875550452,1.0,0.976,0.968
195.11483468466164,1.0,0.976,0.968
196.92202554791714,1.0,0.976,0.969
198.74595495809837,1.0,0.976,0.969
200.5867779508234,1.0,0.976,0.969
202.44465099768038,1.0,0.977,0.969
204.31973201952704,1.0,0.978,0.969
206.21218039991425,1.0,0.978,0.969
208.12215699863393,1.0,0.978,0.969
210.04982416539153,1.0,0.978,0.969
211.9953457536071,1.0,0.978,0.969
213.95888713434215,1.0,0.979,0.969
215.94061521035653,1.0,0.979,0.97
217.94069843029558,1.0,0.98,0.971
219.95930680300748,1.0,0.98,0.972
221.99661191199547,1.0,0.98,0.972
224.05278693000182,1.0,0.98,0.972
226.12800663372772,1.0,0.98,0.972
228.22244741868985,1.0,0.981,0.972
230.33628731421314,1.0,0.981,0.972
232.4697059985648,1.0,0.981,0.972
234.62288481422624,1.0,0.981,0.973
236.79600678330763,1.0,0.981,0.973
238.98925662310504,1.0,0.982,0.973
241.2028207618007,1.0,0.982,0.973
243.43688735431104,1.0,0.982,0.973
245.691646298279,1.0,0.982,0.974
247.96728925021577,1.0,0.982,0.975
250.26400964179192,1.0,0.982,0.975
252.58200269627847,1.0,0.982,0.975
254.9214654451423,1.0,0.982,0.975
257.28259674479324,1.0,0.982,0.975
259.665597293487,1.0,0.983,0.976
262.07066964838526,1.0,0.983,0.976
264.498018242772,1.0,0.983,0.976
266.9478494034321,1.0,0.983,0.977
269.4203713681882,1.0,0.985,0.977
271.9157943036019,1.0,0.985,0.978
274.43433032283656,1.0,0.985,0.978
276.9761935036891,1.0,0.986,0.978
279.5415999067856,1.0,0.986,0.978
282.1307675939471,1.0,0.986,0.978
284.74391664672476,1.0,0.987,0.979
287.38126918510665,1.0,0.987,0.979
290.04304938639916,1.0,0.987,0.979
292.7294835042816,1.0,0.987,0.979
295.440799888038,1.0,0.988,0.979
298.17722900196736,1.0,0.988,0.979
300.9390034449721,1.0,0.988,0.979
303.72635797033115,1.0,0.988,0.979
306.5395295056527,1.0,0.988,0.979
309.3787571730137,1.0,0.988,0.979
312.2442823092858,1.0,0.988,0.979
315.13634848664793,1.0,0.988,0.98
318.05520153329195,1.0,0.988,0.981
321.00108955431716,1.0,0.988,0.981
323.9742629528196,1.0,0.988,0.981
326.9749744511768,1.0,0.988,0.981
330.0034791125285,1.0,0.988,0.981
333.06003436245885,1.0,0.988,0.981
336.1449000108765,1.0,0.988,0.981
339.2583382740992,1.0,0.988,0.981
342.40061379714257,1.0,0.988,0.981
345.57199367621394,1.0,0.988,0.981
348.77274748141775,1.0,0.988,0.981
352.00314727966787,1.0,0.988,0.981
355.2634676578139,1.0,0.988,0.981
358.5539857459817,1.0,0.988,0.981
361.874981241128,1.0,0.988,0.981
365.22673643081754,1.0,0.988,0.983
368.6095362172158,1.0,0.988,0.983
372.0236681413066,1.0,0.988,0.983
375.4694224073337,1.0,0.988,0.983
378.94709190746676,1.0,0.988,0.983
382.45697224669993,1.0,0.988,0.983
385.9993617679767,1.0,0.988,0.983
389.5745615775501,1.0,0.988,0.983
393.18287557057704,1.0,0.988,0.983
396.82461045694816,1.0,0.988,0.983
400.5000757873611,1.0,0.989,0.983
404.20958397963057,1.0,0.989,0.984
407.9534503452449,1.0,0.989,0.984
411.7319931161679,1.0,0.989,0.984
415.54553347188755,1.0,0.989,0.984
419.39439556671863,1.0,0.989,0.984
423.27890655735484,1.0,0.989,0.984
427.19939663067765,1.0,0.99,0.984
431.15619903182284,1.0,0.99,0.984
435.149650092505,1.0,0.99,0.984
439.1800892596086,1.0,0.99,0.984
443.2478591240396,1.0,0.99,0.984
447.3533054498463,1.0,0.99,0.984
451.4967772036102,1.0,0.99,0.984
455.6786265841064,1.0,0.991,0.984
459.8992090522438,1.0,0.991,0.984
464.15888336127773,1.0,0.991,0.985
468.4580115873045,1.0,0.991,0.985
472.7969591600391,1.0,0.991,0.985
477.17609489387456,1.0,0.991,0.985
481.5957910192351,1.0,0.991,0.986
486.0564232142134,1.0,0.991,0.986
490.55837063650455,1.0,0.991,0.986
495.1020159556351,1.0,0.991,0.986
499.68774538548837,1.0,0.991,0.986
504.3159487171359,1.0,0.991,0.986
508.98701935196794,1.0,0.991,0.986
513.7013543351344,1.0,0.991,0.986
518.4593543892913,1.0,0.991,0.986
523.2614239486662,1.0,0.991,0.986
528.1079711934331,1.0,0.991,0.986
532.9994080844087,1.0,0.991,0.986
537.9361503980704,1.0,0.991,0.986
542.9186177618943,1.0,0.992,0.986
547.9472336900287,1.0,0.992,0.986
553.0224256192901,1.0,0.992,0.986
558.144624945496,1.0,0.992,0.986
563.3142670601358,1.0,0.992,0.986
568.5317913873754,1.0,0.992,0.986
573.7976414214133,1.0,0.992,0.986
579.1122647641758,1.0,0.992,0.986
