name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N
QSHIP04S,QPALM,max_iter_reached,1.166205644607544,2500,2424993.6730046137,2424993.7,1458,1860,5908
QSHIP08L,QPALM,max_iter_reached,7.346528053283691,2500,2376040.616579169,2376040.6,4283,5061,86075
QSHIP08S,QPALM,max_iter_reached,3.044412612915039,2500,2385728.8513905653,2385728.9,2387,3165,32317
QSHIP12L,QPALM,max_iter_reached,10.619563817977905,2500,3018876.577180345,3018876.6,5427,6578,144030
QSHIP12S,QPALM,max_iter_reached,3.8351833820343018,2500,3056962.2492782595,3056962.3,2763,3914,44705
QSIERRA,QPALM,max_iter_reached,2.2289397716522217,2500,23750458.17874546,23750458.0,2036,3263,9582
QSTAIR,QPALM,max_iter_reached,0.6358592510223389,2500,7985452.756288457,7985452.8,467,823,6293
QSTANDAT,QPALM,optimal,0.024637460708618164,42,6411.838367509997,6411.8384,1075,1434,5576
S268,QPALM,max_iter_reached,0.4619898796081543,2500,1.8153514247387648e-09,5.7310705e-07,5,10,55
STADAT1,QPALM,optimal,2.4122166633605957,1192,-28526864.04498477,-28526864.0,2001,6000,13998
STADAT2,QPALM,optimal,0.8275349140167236,452,-32.62666488676349,-32.626665,2001,6000,13998
STADAT3,QPALM,optimal,2.4881174564361572,625,-35.779452952522995,-35.779453,4001,12000,27998
STCQP1,QPALM,optimal,0.3605666160583496,55,155143.55467946886,155143.56,4097,6149,66544
STCQP2,QPALM,optimal,0.6149296760559082,44,22327.313269676346,22327.313,4097,6149,66544
TAME,QPALM,optimal,0.002158641815185547,10,6.617444898273537e-24,0.0,2,3,8
UBH1,QPALM,max_iter_reached,17.53576946258545,2500,1.1160008156945684,1.1160008,18009,30009,72012
VALUES,QPALM,optimal,0.011000871658325195,40,-1.3966211357807778,-1.3966211,202,203,7846
YAO,QPALM,max_iter_reached,2.4887850284576416,2500,41.65500991065784,197.70426,2002,4002,10004
ZECEVIC2,QPALM,optimal,0.001444101333618164,5,-4.125000000185003,-4.125,2,4,7
