name,solver,status,run_time,iter,obj_val,n,m,N,setup_time,solve_time,scale,scale_updates
10034,SCS_ALT,max_iter_reached,1000.6112270355225,55575,-0.05593755546439248,40400,80600,280404,430.350156,1000159.537672,0.0007836890684560315,2
10038,SCS_ALT,optimal,7.208733081817627,25,-0.00018162204183800077,160800,321200,1120804,5044.133923,2034.487434,0.1,0
8495,SCS_ALT,optimal,2.1814329624176025,275,42857.47808621409,27543,35543,100572,344.090542,1828.62647,1.2134471397106943,2
8500,SCS_ALT,max_iter_reached,1023.0171236991882,5575,-0.11818519986127407,250997,501495,1561997,21594.123229,1001274.692084,3.4548486511256166e-06,7
8515,SCS_ALT,optimal,0.06320905685424805,25,-1.359870989276077e-05,16002,24004,96008,29.376603,28.306084,0.1,0
8547,SCS_ALT,optimal,128.49182796478271,25,-4.1331251538611905e-08,1003001,2004001,7006002,112295.463661,15549.3871,0.1,0
8559,SCS_ALT,optimal,273.19745206832886,18925,108659436.25857951,10000,15000,94966,3270.344433,269912.682901,387.0997089979488,5
8567,SCS_ALT,optimal,365.3550970554352,18150,115709152.32335076,10000,17500,102465,6501.999361,358829.872843,621.3872360375578,5
8602,SCS_ALT,optimal,901.0488121509552,4300,27354.12387755774,34552,87535,277439,37245.926731,863738.290662,0.08150626806768313,10
8616,SCS_ALT,optimal,0.1982262134552002,150,245.05786095076107,13870,24274,55480,29.985211,163.070124,0.5885399355942723,1
8785,SCS_ALT,optimal,29.101076126098633,2375,7869.768436423258,10399,21761,73422,1192.90287,27897.074884,0.08803855503181263,5
8790,SCS_ALT,optimal,1.2040860652923584,200,-0.43465640204051437,39204,39204,234432,125.890459,1062.375867,0.01938428699534262,1
8792,SCS_ALT,optimal,0.489041805267334,325,1.9031964957835132,15129,15129,90282,34.491984,448.316419,0.1,0
8845,SCS_ALT,optimal,4.239360094070435,13525,13428272.134141257,1546,2323,127581,21.770559,4211.721338,1.0731370840663201,2
8906,SCS_ALT,optimal,5.097861051559448,6375,3014951.388932191,5223,6061,132790,38.063718,5053.968483,1.6057075898567923,2
8938,SCS_ALT,max_iter_reached,45.9486448764801,100000,-34.03248871624518,4001,16000,35998,12.793981,45933.434184,0.009284677805760123,2
8991,SCS_ALT,optimal,0.2791781425476074,150,-1.2041848800786277,14400,14400,85920,34.902018,237.664651,0.022706379014964487,1
9002,SCS_ALT,max_iter_reached,38.62591600418091,100000,inf,2890,4539,15470,18.240781,38606.280341,1e-09,5
