tau,SCS-3.0,OSQP,SCS_AA1,SCS_AA2
1.0,0.3870967741935484,0.3225806451612903,0.3548387096774194,0.3225806451612903
1.0092621909870476,0.3870967741935484,0.3225806451612903,0.3548387096774194,0.3225806451612903
1.0186101701559758,0.40860215053763443,0.3225806451612903,0.3655913978494624,0.3225806451612903
1.0280447320933093,0.41935483870967744,0.3225806451612903,0.3763440860215054,0.3225806451612903
1.0375666787451858,0.41935483870967744,0.3225806451612903,0.40860215053763443,0.3225806451612903
1.0471768194855202,0.43010752688172044,0.3225806451612903,0.41935483870967744,0.3225806451612903
1.0568759711848041,0.43010752688172044,0.3225806451612903,0.43010752688172044,0.3225806451612903
1.0666649582795393,0.44086021505376344,0.3225806451612903,0.45161290322580644,0.3225806451612903
1.0765446128423155,0.44086021505376344,0.3225806451612903,0.4731182795698925,0.3225806451612903
1.0865157746525382,0.44086021505376344,0.3225806451612903,0.5161290322580645,0.3333333333333333
1.0965792912678098,0.44086021505376344,0.3225806451612903,0.5161290322580645,0.3333333333333333
1.1067360180959736,0.45161290322580644,0.3225806451612903,0.5161290322580645,0.3333333333333333
1.116986818467823,0.4731182795698925,0.3333333333333333,0.5161290322580645,0.34408602150537637
1.1273325637104867,0.4838709677419355,0.3333333333333333,0.5268817204301075,0.34408602150537637
1.1377741332214912,0.4838709677419355,0.3333333333333333,0.5376344086021505,0.3548387096774194
1.148312414543511,0.4946236559139785,0.3333333333333333,0.5483870967741935,0.3548387096774194
1.158948303439811,0.5053763440860215,0.3333333333333333,0.5591397849462365,0.3548387096774194
1.1696827039703852,0.5053763440860215,0.3333333333333333,0.5591397849462365,0.3548387096774194
1.180516528568805,0.5053763440860215,0.3333333333333333,0.5591397849462365,0.3548387096774194
1.1914506981197759,0.5053763440860215,0.3333333333333333,0.5591397849462365,0.3548387096774194
1.2024861420374122,0.5161290322580645,0.3333333333333333,0.5698924731182796,0.3655913978494624
1.2136237983442408,0.5161290322580645,0.3333333333333333,0.5698924731182796,0.3655913978494624
1.2248646137509314,0.5161290322580645,0.3333333333333333,0.5806451612903226,0.3655913978494624
1.2362095437367686,0.5161290322580645,0.3333333333333333,0.5806451612903226,0.3763440860215054
1.2476595526308696,0.5161290322580645,0.3333333333333333,0.5913978494623656,0.3870967741935484
1.259215613694151,0.5161290322580645,0.3333333333333333,0.6021505376344086,0.3870967741935484
1.2708787092020586,0.5161290322580645,0.3333333333333333,0.6021505376344086,0.3870967741935484
1.2826498305280605,0.5161290322580645,0.3333333333333333,0.6129032258064516,0.3870967741935484
1.2945299782279156,0.5161290322580645,0.3333333333333333,0.6236559139784946,0.3978494623655914
