tau,SCS,OSQP,COSMO
1.9066908405122525,0.647,0.942,0.302
1.924350975230331,0.655,0.943,0.305
1.9421746814890257,0.668,0.944,0.311
1.9601634743191854,0.672,0.947,0.32
1.9783188827841642,0.675,0.95,0.326
1.996642450109794,0.685,0.951,0.329
2.0151357338155576,0.691,0.951,0.338
2.0338003058469813,0.699,0.951,0.346
2.052637752709252,0.703,0.953,0.355
2.071649675602069,0.707,0.953,0.364
2.0908376905557504,0.718,0.956,0.375
2.1102034285685956,0.725,0.956,0.38
2.12974853574552,0.734,0.958,0.384
2.14947467343798,0.744,0.959,0.394
2.1693835183851844,0.751,0.959,0.402
2.1894767628566214,0.756,0.959,0.413
2.209756114795902,0.766,0.964,0.423
2.2302232979659378,0.769,0.964,0.432
2.2508800520954613,0.779,0.964,0.439
2.2717281330269055,0.785,0.967,0.448
2.2927693128656492,0.789,0.969,0.452
2.314005380130653,0.792,0.971,0.463
2.3354381399064787,0.798,0.972,0.469
2.3570694139967276,0.799,0.973,0.479
2.3789010410788936,0.804,0.974,0.487
2.4009348768606524,0.808,0.974,0.499
2.4231727942375993,0.811,0.974,0.505
2.445616683452446,0.813,0.974,0.513
2.468268452255692,0.819,0.975,0.521
2.491130026067789,0.824,0.977,0.526
2.5142033481427974,0.829,0.977,0.536
2.5374903797335704,0.833,0.979,0.545
2.5609931002584587,0.839,0.98,0.558
2.5847135074695635,0.843,0.98,0.561
2.608653617622548,0.846,0.98,0.568
2.632815465648021,0.849,0.98,0.576
2.6572011053245053,0.855,0.983,0.586
2.681812609453015,0.861,0.983,0.592
2.7066520700332415,0.867,0.983,0.6
2.7317215984413767,0.869,0.983,0.604
2.7570233256095835,0.875,0.983,0.61
2.7825594022071245,0.88,0.983,0.616
2.808331998823172,0.883,0.984,0.624
2.8343433061513092,0.884,0.984,0.629
2.8605955351757424,0.886,0.984,0.641
2.887090917359236,0.89,0.985,0.649
2.9138317048327873,0.894,0.986,0.657
2.940820170587063,0.898,0.987,0.667
2.9680586086656024,0.901,0.987,0.675
2.9955493343598136,0.906,0.988,0.681
3.0232946844057773,0.907,0.989,0.691
3.0512970171828697,0.91,0.989,0.7
3.079558712914226,0.912,0.99,0.71
3.108082173869064,0.912,0.99,0.716
3.1368698245668774,0.916,0.99,0.722
3.1659241119835224,0.921,0.99,0.728
3.195247505759212,0.923,0.99,0.73
3.2248424984084414,0.924,0.99,0.733
3.254711605531848,0.926,0.991,0.738
3.2848573660300446,0.929,0.991,0.75
3.315282342319425,0.934,0.991,0.755
3.345989120549973,0.936,0.991,0.762
3.3769803108250906,0.939,0.992,0.764
3.408258547423452,0.942,0.992,0.769
3.4398264890229253,0.944,0.992,0.772
3.4716868189265613,0.948,0.993,0.775
3.503842245290674,0.951,0.994,0.782
3.536295501355042,0.952,0.994,0.791
3.5690493456752295,0.952,0.994,0.796
3.602106562357071,0.952,0.994,0.799
3.6354699612933197,0.953,0.994,0.803
3.6691423784024932,0.954,0.994,0.806
3.703126675869926,0.954,0.994,0.812
3.737425742391064,0.955,0.994,0.815
3.7720424934169983,0.956,0.994,0.82
3.806979871402286,0.959,0.994,0.823
3.84224084605506,0.959,0.994,0.829
3.877828414589456,0.962,0.994,0.83
3.913745601980384,0.962,0.994,0.835
3.949995461220644,0.965,0.994,0.841
3.986581073580441,0.966,0.994,0.847
4.023505548869292,0.967,0.994,0.852
4.060772025700365,0.967,0.994,0.856
4.0983836717572615,0.967,0.994,0.858
4.136343684063275,0.968,0.994,0.863
4.174655289253137,0.968,0.994,0.865
4.213321743847288,0.97,0.994,0.868
4.252346334528682,0.972,0.994,0.869
4.291732378422157,0.972,0.994,0.871
4.3314832233764,0.974,0.994,0.873
4.371602248248505,0.976,0.994,0.876
