name,solver,status,run_time,iter,obj_val,n,m,N,status_val,scale_updates,scale,pobj,dobj,res_pri,res_dual,gap,res_infeas,res_unbdd_a,res_unbdd_p,comp_slack,solve_time,setup_time,lin_sys_time,cone_time,accel_time,rejected_accel_steps,accepted_accel_steps
core2586-950,SCS-3.0,optimal,4.19895601272583,450,858.8690004160945,12869,15280,99554,1,3,0.03146604128975994,858.8690004160945,858.8705429214152,0.012399307589119904,0.00029972209947908175,0.001542505320676245,0.002328976142672013,,,1.054268472522324e-08,3584.178993,608.711237,1788.433445,97.66052899999997,0.0,0,0
core4284-1064,SCS-3.0,optimal,67.38977217674255,1825,1032.4394457661263,21638,25761,239164,1,3,0.04041298974623884,1032.4394457661263,1032.4402490761324,0.030167980531543195,0.0002978245980835803,0.0008033100061775344,0.001937446575129193,,,1.0361177471551741e-08,60266.758228,7097.650716,31959.555973000002,772.2165720000007,0.0,0,0
core4872-1529,SCS-3.0,optimal,18.24882411956787,575,1390.0969610235427,23901,28443,206299,1,3,0.03572634545089261,1390.0969610235427,1390.0978342581457,0.03974104129226617,0.00027132869564792315,0.0008732346030604889,0.0014388813176566101,,,2.000802368229415e-08,15074.691995,3157.889746,6259.896447999999,258.174595,0.0,0,0
cryptanalysiskb128n5obj16,SCS-3.0,optimal,1.1683757305145264,100,0.0,33549,102061,279047,1,0,0.1,0.0,1.4145005946014063e-06,1.680362214654165e-05,3.082893575678539e-07,1.4145005946014063e-06,0.21794925979138746,,,4.930130785414727e-29,805.764539,346.79904,535.5095080000001,144.46517400000002,0.0,0,0
d20200,SCS-3.0,optimal,174.40897798538208,15050,12229.537461138843,3181,4683,172896,1,2,0.09654203162434914,12229.537461138843,12229.539507244615,0.11086116391576055,0.002131764568697712,0.0020461057708406776,0.009648768861968401,,,1.6612817399508373e-08,170688.417997,3708.52948,161489.18663800083,939.0613490000059,0.0,0,0
dc1c,SCS-3.0,optimal,17.8401460647583,13375,1734724.4798817495,8789,9598,78805,1,2,1.0244057105761066,1734724.4798817495,1734882.6436280797,0.019610815080160098,0.24919220446377344,158.1637463303544,5.764078676137878,,,4.6228888095356524e-07,17748.99247,88.181009,14935.858803999941,1260.995766999996,0.0,0,0
dc1l,SCS-3.0,optimal,17.030790090560913,3450,61902347.29096692,33860,34931,346555,1,2,33.03659503368917,61902347.29096692,61903128.21216049,0.0003035760835676369,811.1721779703439,780.9211935720415,0.18093502241613954,,,0.00025235218831096406,16534.810459,484.637417,13432.37241399999,1257.2720579999982,0.0,0,0
dolom1,SCS-3.0,optimal,37.30396127700806,20250,6555462.55439889,10080,11147,128081,1,4,4.3067495617571305,6555462.55439889,6556061.164999287,0.1297936626836831,1.1565895309222876,598.6106003975555,15.25306083793118,,,1.7328413377981633e-05,37131.461294,166.992472,32231.05278900007,2084.330481000011,0.0,0,0
ds,SCS-3.0,optimal,64.05211687088013,6825,-5361.297851179716,67076,67730,1089663,1,1,12.743002803092724,-5361.297851179716,-5361.259964802182,2.664667811247748e-05,0.01810741461808304,0.037886377534506084,,0.00018652196333123608,0.0,5.685433610060961e-08,61141.049253,2882.023552,48436.81175399997,4986.951122000002,0.0,0,0
dws008-03,SCS-3.0,optimal,2.498811960220337,625,584.4818881790682,31997,48138,195977,1,2,4.834393832316962,584.4818881790682,584.4928130169358,0.000364539792062661,0.058670973152884956,0.010924837867610058,22.8830715457202,,,0.0,2339.992927,148.76813,1682.7958889999998,272.604426,0.0,0,0
dws012-01,SCS-3.0,optimal,1.3947179317474365,450,1469.6162566195794,25553,38765,155746,1,2,4.561853004822768,1469.6162566195794,1469.6068997782713,0.0009311503413907643,0.08061130218492919,0.009356841308025462,9.101067752898086,,,0.0,1270.689244,116.064549,902.9302350000006,151.592578,0.0,0,0
dws012-02,SCS-3.0,optimal,6.2624897956848145,1025,1469.5868174484658,50575,76459,307117,1,2,4.7777708756418695,1469.5868174484658,1469.6138205076445,0.0007880939907101798,0.20233497608150208,0.027003059178867448,9.10102387176063,,,0.0,6012.037851,235.008296,4286.306971000001,732.563829,0.0,0,0
dws012-03,SCS-3.0,optimal,11.981020212173462,1125,1469.7378344678586,75402,113440,458445,1,1,1.7884439728582202,1469.7378344678586,1469.5933184773332,0.0006453960885959106,0.1722205864920939,0.1445159905255414,9.101151233740318,,,0.0,11593.425458,362.154436,8185.838547,1450.5455739999995,0.0,0,0
eilA101-2,SCS-3.0,optimal,37.873613119125366,3475,-4186.127563907112,65671,65771,1024230,1,1,26.883660748996576,-4186.127563907112,-4186.014171382119,0.0001662239955925918,0.13645163919905384,0.11339252499326767,,0.00023888426507800474,0.0,2.5029294192790985e-08,37065.13014,773.741519,30689.41762799999,2336.7966639999995,0.0,0,0
