tau,SCS-3.0,COSMO
36.10418597173337,0.96875,0.7875
36.43858983763545,0.96875,0.7875
36.77609101601033,0.96875,0.79
37.11671819475765,0.96875,0.79
37.46050032748993,0.96875,0.79125
37.80746663599349,0.96875,0.79125
38.15764661271248,0.96875,0.79125
38.511070023255705,0.96875,0.7925
38.867766908926654,0.96875,0.7975
39.22776758927719,0.96875,0.79875
39.591102664684584,0.96875,0.79875
39.957803018952696,0.96875,0.80125
40.32789982193707,0.96875,0.80125
40.701424532194366,0.96875,0.80125
41.078408899656466,0.96875,0.8025
41.45888496832911,0.96875,0.805
41.84288507901582,0.96875,0.805
42.23044187206674,0.96875,0.80625
42.62158829015323,0.96875,0.80625
43.01635758106795,0.96875,0.8075
43.41478330055092,0.96875,0.81
43.816899315141924,0.96875,0.81125
44.22273980505899,0.96875,0.8125
44.63233926710395,0.96875,0.815
45.04573251759459,0.96875,0.815
45.462954695323994,0.96875,0.8175
45.88404126454759,0.96875,0.81875
46.30902801799739,0.96875,0.82
46.73795107992461,0.97,0.82
47.17084690917017,0.97,0.82125
47.607752302263684,0.97,0.82125
48.048704396551315,0.97,0.82125
48.493740673352356,0.97,0.82125
48.94289896114529,0.97,0.82125
49.396217438783204,0.97,0.8225
49.853734638738935,0.97,0.8225
50.31548945038054,0.97,0.82375
50.78152112327673,0.97,0.825
51.2518692705333,0.97,0.8275
51.72657387216019,0.97,0.8275
52.205675278469755,0.97,0.82875
52.689214213506744,0.97,0.82875
53.17723177850969,0.97,0.82875
53.66976945540476,0.97,0.83
54.16686911033152,0.97,0.83
54.66857299720181,0.97,0.83
55.17492376129126,0.97,0.83
55.68596444286412,0.97,0.83125
56.20173848083188,0.97,0.83375
56.72228971644544,0.97,0.83375
57.247662397021784,0.97,0.83375
57.77790117970504,0.97,0.83375
58.313051135262214,0.97,0.83375
58.8531577519145,0.97,0.83375
59.398266939203566,0.97,0.835
59.94842503189409,0.97,0.835
60.503678793912215,0.97,0.83625
61.06407542232039,0.97,0.83625
61.629662551329425,0.97,0.83625
62.200488256347114,0.97,0.83625
62.776601058065,0.97,0.83625
63.35804992658251,0.97,0.83625
63.9448842855694,0.97,0.83625
64.53715401646701,0.97,0.8375
65.13490946272803,0.97,0.8375
65.73820143409586,0.97,0.8375
66.34708121092348,0.97,0.8375
66.96160054853219,0.97,0.8375
67.5818116816111,0.97,0.8375
68.20776732865686,0.97,0.8375
68.83952069645497,0.97,0.83875
69.47712548460237,0.97,0.83875
70.12063589007181,0.97,0.84
70.77010661181889,0.97,0.84
71.42559285543126,0.97,0.84
72.08715033782136,0.97,0.84
72.7548352919623,0.97,0.84125
73.42870447166761,0.97,0.84125
74.1088151564157,0.97,0.84125
74.79522515621821,0.97,0.84125
75.48799281653436,0.97,0.84125
76.18717702322995,0.97,0.84125
76.8928372075831,0.97,0.84125
77.6050333513357,0.97,0.84125
78.32382599179196,0.97,0.84125
79.04927622696424,0.97,0.84125
79.78144572076624,0.97,0.84125
80.52039670825474,0.97,0.84125
81.26619200091946,0.97,0.8425
82.01889499202203,0.97,0.8425
82.77856966198476,0.97125,0.8425
83.54528058382867,0.97125,0.8425
84.31909292866256,0.97125,0.84375
85.10007247122246,0.97125,0.84375
85.88828559546249,0.97125,0.845
86.68379930019779,0.97125,0.845
87.4866812047991,0.97125,0.845
88.29699955494087,0.97125,0.845
89.11482322840202,0.97125,0.845
89.94022174092044,0.97125,0.845
90.77326525210228,0.9725,0.845
91.61402457138516,0.9725,0.845
92.46257116405738,0.9725,0.845
93.31897715733238,0.9725,0.845
94.18331534647952,0.9725,0.845
95.05565920101196,0.9725,0.845
95.93608287093141,0.9725,0.845
96.82466119303123,0.9725,0.845
97.72146969725725,0.9725,0.845
98.6265846131282,0.9725,0.845
99.54008287621524,0.9725,0.845
100.46204213468131,0.9725,0.845
101.39254075588153,0.9725,0.845
102.3316578330245,0.9725,0.845
103.27947319189515,0.9725,0.84625
104.23606739764011,0.9725,0.84625
105.20152176161591,0.9725,0.84625
106.17591834830002,0.9725,0.84625
107.15933998226711,0.9725,0.84625
108.15187025522881,0.9725,0.84625
109.1535935331391,0.9725,0.84625
110.16459496336569,0.9725,0.8475
111.1849604819271,0.9725,0.8475
