tau,SCS-3.0,COSMO
1377.6507695490536,0.9875,0.91125
1390.4108340900696,0.9875,0.91125
1403.2890847858732,0.9875,0.91125
1416.2866162991988,0.9875,0.91125
1429.4045334317611,0.9875,0.91125
1442.6439512181573,0.9875,0.91125
1456.0059950206485,0.9875,0.91125
1469.4918006248172,0.9875,0.91125
1483.1025143361044,0.9875,0.91125
1496.8392930772557,0.9875,0.91125
1510.7033044866541,0.9875,0.91125
1524.695727017573,0.9875,0.91125
1538.8177500383463,0.9875,0.9125
1553.07057393346,0.9875,0.9125
1567.455410205595,0.9875,0.9125
1581.9734815785998,0.9875,0.9125
1596.6260221014252,0.9875,0.9125
1611.41427725302,0.9875,0.9125
1626.3395040481923,0.9875,0.9125
1641.4029711444664,0.9875,0.9125
1656.6059589499134,0.9875,0.9125
1671.94975973199,0.9875,0.9125
1687.4356777273756,0.9875,0.9125
1703.0650292528444,0.9875,0.9125
1718.8391428171456,0.9875,0.91375
1734.7593592339308,0.9875,0.91375
1750.827031735725,0.9875,0.91375
1767.0435260889467,0.9875,0.91375
1783.4102207100082,0.9875,0.91375
1799.9285067824765,0.9875,0.91375
1816.5997883753266,0.9875,0.91375
1833.4254825622907,0.9875,0.915
1850.4070195423021,0.9875,0.915
1867.545842761076,0.9875,0.915
1884.8434090337953,0.9875,0.915
1902.301188668944,0.9875,0.915
1919.9206655932849,0.9875,0.91625
1937.703337477989,0.9875,0.91625
1955.650715865949,0.9875,0.91625
1973.7643263002553,0.9875,0.91625
1992.0457084538693,0.9875,0.91625
2010.496416260499,0.9875,0.91625
2029.1180180466781,0.9875,0.91625
2047.9120966650855,0.9875,0.91625
2066.880249629082,0.9875,0.91625
2086.0240892485026,0.9875,0.91625
2105.345242766706,0.9875,0.91625
2124.8453524988827,0.9875,0.91625
2144.5260759716675,0.9875,0.91625
2164.3890860640204,0.9875,0.91625
2184.436071149426,0.9875,0.9175
2204.6687352394097,0.9875,0.9175
2225.0887981283695,0.9875,0.9175
2245.697995539774,0.9875,0.9175
2266.498079273693,0.9875,0.9175
2287.490817355702,0.9875,0.9175
2308.6779941871696,0.9875,0.9175
2330.0614106969247,0.9875,0.9175
2351.6428844943484,0.9875,0.9175
2373.424250023866,0.9875,0.9175
2395.407358720877,0.9875,0.9175
2417.594079169131,0.9875,0.9175
2439.98629725955,0.9875,0.91875
2462.5859163505465,0.9875,0.91875
2485.3948574297983,0.9875,0.91875
2508.4150592775386,0.9875,0.91875
2531.6484786313554,0.9875,0.91875
2555.097090352507,0.9875,0.91875
2578.7628875938008,0.9875,0.91875
2602.6478819690046,0.9875,0.91875
2626.7541037238357,0.9875,0.91875
2651.083601908539,0.9875,0.91875
2675.6384445520453,0.9875,0.91875
2700.4207188377727,0.9875,0.91875
2725.432531281028,0.9875,0.91875
2750.6760079080645,0.9875,0.91875
2776.153294436801,0.9875,0.91875
2801.866556459195,0.9875,0.91875
2827.817979625341,0.9875,0.91875
2854.0097698292375,0.9875,0.91875
2880.4441533962977,0.9875,0.91875
2907.123377272578,0.9875,0.91875
2934.049709215787,0.9875,0.91875
2961.2254379880346,0.9875,0.91875
2988.6528735503825,0.9875,0.91875
3016.3343472591973,0.9875,0.91875
3044.272212064303,0.9875,0.91875
3072.4688427090036,0.9875,0.91875
3100.9266359319267,0.9875,0.91875
3129.6480106707504,0.9875,0.91875
3158.635408267819,0.9875,0.91875
3187.8912926776457,0.9875,0.91875
3217.4181506763716,0.9875,0.91875
3247.218492073129,0.9875,0.91875
3277.294849923382,0.9875,0.91875
3307.6497807442424,0.9875,0.91875
3338.285864731761,0.9875,0.91875
3369.2057059802673,0.9875,0.91875
3400.411932703706,0.9875,0.91875
3431.9071974590424,0.9875,0.91875
3463.6941773717344,0.9875,0.91875
3495.775574363275,0.98875,0.91875
3528.154115380883,0.98875,0.91875
3560.832552629278,0.98875,0.91875
3593.813663804626,0.98875,0.91875
3627.1002523306483,0.98875,0.91875
3660.695147596902,0.98875,0.91875
3694.6012051993025,0.98875,0.91875
3728.8213071828336,0.98875,0.92
3763.3583622865326,0.98875,0.92
3798.215306190736,0.98875,0.92
3833.3951017666013,0.98875,0.92
3868.9007393279753,0.98875,0.92
3904.73523688556,0.98875,0.92
3940.901640403448,0.98875,0.92
3977.403024058037,0.98875,0.92
4014.242490499322,0.98875,0.92
4051.423171114647,0.98875,0.92
4088.9482262948604,0.98875,0.92
4126.820845702951,0.98875,0.92
4165.044248545185,0.98875,0.92
4203.6216838447135,0.98875,0.92
4242.556430717777,0.98875,0.92
4281.851798652411,0.98875,0.92
4321.511127789762,0.98875,0.92
4361.537789208006,0.98875,0.92
4401.935185208875,0.98875,0.92
4442.706749606883,0.98875,0.92125
4483.855948021186,0.98875,0.92125
4525.386278170166,0.98875,0.92125
4567.301270168747,0.98875,0.92125
4609.604486828433,0.98875,0.92125
4652.29952396019,0.98875,0.92125
4695.390010680058,0.98875,0.9225
4738.879609717651,0.98875,0.9225
4782.772017727485,0.98875,0.9225
4827.070965603183,0.98875,0.9225
4871.780218794631,0.98875,0.9225
4916.903577628026,0.98875,0.9225
4962.444877628914,0.98875,0.9225
5008.407989848212,0.98875,0.9225
5054.79682119124,0.98875,0.9225
5101.6153147498335,0.98875,0.9225
5148.867450137493,0.98875,0.9225
5196.557243827658,0.98875,0.92375
5244.688749495119,0.98875,0.92375
5293.266058360561,0.98875,0.92375
5342.293299538353,0.98875,0.925
5391.7746403875,0.98875,0.925
5441.714286865893,0.98875,0.925
5492.116483887789,0.98875,0.925
5542.985515684669,0.98875,0.925
5594.325706169378,0.98875,0.925
5646.141419303667,0.98875,0.925
5698.437059469142,0.98875,0.925
5751.217071841614,0.98875,0.925
5804.485942768978,0.98875,0.925
5858.248200152536,0.98875,0.92625
5912.508413831875,0.99,0.9275
5967.271195973317,0.99,0.9275
6022.541201461928,0.99,0.9275
6078.32312829723,0.99,0.9275
6134.621717992506,0.99,0.9275
6191.441755977841,0.99,0.9275
6248.788072006894,0.99,0.9275
6306.6655405674055,0.99,0.9275
6365.079081295571,0.99,0.92875
6424.033659394191,0.99125,0.93
6483.534286054721,0.99125,0.93
6543.586018883236,0.99125,0.93
6604.193962330305,0.99125,0.93
6665.363268124914,0.99125,0.93
6727.099135712337,0.99125,0.93
6789.406812696106,0.99125,0.93
6852.291595284064,0.99125,0.93125
6915.758828738525,0.99125,0.93125
6979.81390783066,0.99125,0.93125
7044.462277299037,0.99125,0.93125
7109.709432312431,0.99125,0.9325
7175.560918936929,0.99125,0.9325
7242.022334607315,0.99125,0.9325
7309.099328602911,0.99125,0.93375
7376.79760252773,0.99125,0.935
7445.122910795136,0.99125,0.935
7514.08106111697,0.99125,0.93625
7583.677914997191,0.99125,0.93625
7653.919388230148,0.99125,0.93625
7724.8114514034005,0.99125,0.9375
7796.360130405229,0.99125,0.9375
7868.571506936852,0.9925,0.9375
7941.45171902934,0.9925,0.9375
8015.006961565405,0.9925,0.93875
8089.243486805938,0.9925,0.93875
8164.167604921464,0.9925,0.93875
8239.78568452852,0.9925,0.94
8316.104153230961,0.9925,0.94
8393.129498166365,0.9925,0.94
8470.868266557402,0.9925,0.94
8549.327066268375,0.9925,0.94125
8628.512566366895,0.9925,0.94125
8708.431497690724,0.9925,0.94125
8789.090653419955,0.9925,0.9425
8870.496889654403,0.9925,0.9425
8952.657125996391,0.9925,0.9425
9035.57834613893,0.9925,0.9425
9119.267598459299,0.9925,0.9425
9203.73199661822,0.9925,0.9425
9288.978720164498,0.9925,0.94375
9375.015015145289,0.9925,0.945
9461.848194722003,0.9925,0.94875
9549.485639791967,0.9925,0.94875
9637.934799615785,0.9925,0.94875
9727.203192450537,0.9925,0.95
9817.29840618884,0.9925,0.95
9908.228099003798,0.9925,0.95
10000.0,0.9925,0.95
