,tau,QTQP_LinearSolver.PARDISO_0_0_3_clarabel_terms,QTQP_LinearSolver.PARDISO_0_0_3_always_1_it_refinement,Clarabel_all_default_settings_no_m_z
0,1.0,0.13178294573643412,0.10852713178294573,0.9147286821705426
1,1.0092621909870476,0.13953488372093023,0.12403100775193798,0.9147286821705426
2,1.0186101701559758,0.15503875968992248,0.13953488372093023,0.9147286821705426
3,1.0280447320933093,0.15503875968992248,0.14728682170542637,0.9147286821705426
4,1.0375666787451858,0.15503875968992248,0.14728682170542637,0.9147286821705426
5,1.0471768194855202,0.15503875968992248,0.14728682170542637,0.9147286821705426
6,1.0568759711848041,0.15503875968992248,0.15503875968992248,0.9147286821705426
7,1.0666649582795393,0.15503875968992248,0.15503875968992248,0.9147286821705426
8,1.0765446128423155,0.16279069767441862,0.15503875968992248,0.9147286821705426
9,1.0865157746525382,0.16279069767441862,0.15503875968992248,0.9147286821705426
10,1.0965792912678098,0.16279069767441862,0.15503875968992248,0.9147286821705426
11,1.1067360180959736,0.16279069767441862,0.15503875968992248,0.9147286821705426
12,1.116986818467823,0.16279069767441862,0.16279069767441862,0.9224806201550387
13,1.1273325637104867,0.16279069767441862,0.16279069767441862,0.9224806201550387
14,1.1377741332214912,0.16279069767441862,0.16279069767441862,0.9224806201550387
15,1.148312414543511,0.16279069767441862,0.16279069767441862,0.9224806201550387
16,1.158948303439811,0.16279069767441862,0.16279069767441862,0.9224806201550387
17,1.1696827039703852,0.16279069767441862,0.16279069767441862,0.9224806201550387
18,1.180516528568805,0.16279069767441862,0.16279069767441862,0.9224806201550387
19,1.1914506981197759,0.16279069767441862,0.16279069767441862,0.9224806201550387
20,1.2024861420374122,0.16279069767441862,0.16279069767441862,0.9302325581395349
21,1.2136237983442408,0.16279069767441862,0.16279069767441862,0.9302325581395349
22,1.2248646137509314,0.16279069767441862,0.16279069767441862,0.9302325581395349
23,1.2362095437367686,0.16279069767441862,0.16279069767441862,0.9302325581395349
24,1.2476595526308696,0.16279069767441862,0.16279069767441862,0.9302325581395349
25,1.259215613694151,0.16279069767441862,0.16279069767441862,0.9302325581395349
26,1.2708787092020586,0.16279069767441862,0.16279069767441862,0.9302325581395349
27,1.2826498305280605,0.16279069767441862,0.16279069767441862,0.9302325581395349
28,1.2945299782279156,0.16279069767441862,0.16279069767441862,0.9302325581395349
29,1.306520162124721,0.16279069767441862,0.16279069767441862,0.9302325581395349
30,1.3186214013947486,0.16279069767441862,0.16279069767441862,0.9302325581395349
31,1.330834724654075,0.16279069767441862,0.16279069767441862,0.9302325581395349
32,1.343161170046016,0.16279069767441862,0.16279069767441862,0.9302325581395349
33,1.3556017853293685,0.16279069767441862,0.16279069767441862,0.9302325581395349
34,1.3681576279674716,0.16279069767441862,0.16279069767441862,0.9302325581395349
35,1.3808297652180925,0.16279069767441862,0.17054263565891473,0.9302325581395349
36,1.3936192742241424,0.16279069767441862,0.17054263565891473,0.9302325581395349
37,1.406527242105237,0.16279069767441862,0.17054263565891473,0.937984496124031
38,1.4195547660501011,0.16279069767441862,0.17054263565891473,0.937984496124031
39,1.4327029534098308,0.16279069767441862,0.17054263565891473,0.937984496124031
40,1.4459729217920199,0.17054263565891473,0.17054263565891473,0.937984496124031
41,1.4593657991557567,0.17054263565891473,0.17054263565891473,0.937984496124031
42,1.4728827239075026,0.17054263565891473,0.17054263565891473,0.937984496124031
43,1.4865248449978568,0.17054263565891473,0.17054263565891473,0.937984496124031
44,1.5002933220192183,0.17054263565891473,0.17054263565891473,0.937984496124031
45,1.5141893253043521,0.17054263565891473,0.17054263565891473,0.937984496124031
46,1.5282140360258698,0.17829457364341086,0.17054263565891473,0.937984496124031
47,1.5423686462966282,0.17829457364341086,0.17054263565891473,0.9457364341085271
48,1.5566543592710615,0.17829457364341086,0.17054263565891473,0.9457364341085271
49,1.5710723892474503,0.17829457364341086,0.17054263565891473,0.9457364341085271
50,1.5856239617711374,0.17829457364341086,0.17054263565891473,0.9457364341085271
51,1.6003103137387007,0.17829457364341086,0.17054263565891473,0.9457364341085271
52,1.6151326935030905,0.17829457364341086,0.17829457364341086,0.9457364341085271
53,1.6300923609797406,0.18604651162790697,0.17829457364341086,0.9457364341085271
54,1.6451905877536626,0.1937984496124031,0.18604651162790697,0.9457364341085271
55,1.66042865718753,0.1937984496124031,0.18604651162790697,0.9457364341085271
56,1.6758078645307677,0.1937984496124031,0.1937984496124031,0.9457364341085271
57,1.691329517029648,0.1937984496124031,0.1937984496124031,0.9457364341085271
58,1.7069949340384074,0.1937984496124031,0.1937984496124031,0.9457364341085271
59,1.722805447131394,0.1937984496124031,0.21705426356589147,0.9457364341085271
60,1.7387624002162507,0.1937984496124031,0.21705426356589147,0.9457364341085271
61,1.754867149648151,0.21705426356589147,0.23255813953488372,0.9457364341085271
62,1.7711210643450879,0.2248062015503876,0.24031007751937986,0.9457364341085271
63,1.787525525904235,0.2248062015503876,0.24806201550387597,0.9457364341085271
64,1.8040819287193828,0.23255813953488372,0.24806201550387597,0.9457364341085271
65,1.820791680099463,0.23255813953488372,0.2558139534883721,0.9457364341085271
66,1.8376562003881711,0.24031007751937986,0.2558139534883721,0.9457364341085271
67,1.8546769230846987,0.24031007751937986,0.2558139534883721,0.9457364341085271
68,1.8718552949655787,0.24031007751937986,0.2558139534883721,0.9457364341085271
69,1.8891927762076663,0.24031007751937986,0.2558139534883721,0.9457364341085271
70,1.9066908405122525,0.24806201550387597,0.2558139534883721,0.9457364341085271
71,1.924350975230331,0.2558139534883721,0.2558139534883721,0.9457364341085271
72,1.9421746814890257,0.2558139534883721,0.2558139534883721,0.9457364341085271
73,1.9601634743191854,0.2558139534883721,0.2558139534883721,0.9457364341085271
74,1.9783188827841642,0.26356589147286824,0.2558139534883721,0.9457364341085271
75,1.996642450109794,0.26356589147286824,0.2558139534883721,0.9457364341085271
76,2.0151357338155576,0.26356589147286824,0.26356589147286824,0.9457364341085271
77,2.0338003058469813,0.26356589147286824,0.2713178294573643,0.9457364341085271
78,2.052637752709252,0.2713178294573643,0.2713178294573643,0.9457364341085271
79,2.071649675602069,0.2713178294573643,0.2713178294573643,0.9457364341085271
80,2.0908376905557504,0.2713178294573643,0.2713178294573643,0.9457364341085271
