name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N,status_polish,setup_time,solve_time,update_time,rho_updates
LISWET10,OSQP_high,optimal,2.290329694747925,6225,25.001487868776167,49.485785,10002,20002,50004,0,0.007829842,2.281637204,0.0,2
LISWET11,OSQP_high,optimal,2.2774059772491455,6400,24.99888095370943,49.523957,10002,20002,50004,0,0.009159788,2.267440205,0.0,2
LISWET12,OSQP_high,optimal,2.532709836959839,7225,24.998269638945658,1736.9274,10002,20002,50004,0,0.00776593,2.524102539,0.0,2
LISWET2,OSQP_high,optimal,2.3792829513549805,6525,24.997032950037465,24.998076,10002,20002,50004,0,0.009473702,2.368814148,0.0,2
LISWET3,OSQP_high,optimal,2.358036994934082,6525,25.000316256900078,25.00122,10002,20002,50004,0,0.007826032,2.34234708,0.0,2
LISWET4,OSQP_high,optimal,2.343154191970825,6525,24.999201916272682,25.000112,10002,20002,50004,0,0.008829309,2.333309304,0.0,2
LISWET5,OSQP_high,optimal,1.836184024810791,5200,25.03329432276223,25.034253,10002,20002,50004,0,0.007602782,1.827742748,0.0,2
LISWET6,OSQP_high,optimal,2.202388048171997,6200,24.99479605568922,24.995748,10002,20002,50004,0,0.011312061,2.190007718,0.0,2
LISWET7,OSQP_high,optimal,2.5039968490600586,7150,25.001850737247878,498.84089,10002,20002,50004,0,0.008199059,2.494890122,0.0,2
LISWET8,OSQP_high,optimal,2.651581048965454,7200,25.00180605966625,7144.7006,10002,20002,50004,0,0.007705013,2.639101416,0.0,2
LISWET9,OSQP_high,optimal,2.6209678649902344,7225,25.00135851336654,1963.2513,10002,20002,50004,0,0.00800353,2.612170444,0.0,2
LOTSCHD,OSQP_high,optimal,0.020277976989746094,150,2398.4095409707143,2398.4159,12,19,72,0,2.3068e-05,0.000131099,0.0,1
MOSARQP1,OSQP_high,optimal,0.03695106506347656,450,-952.8754622023104,-952.87544,2500,3200,8512,0,0.001623272,0.034532224,0.0,1
MOSARQP2,OSQP_high,optimal,0.013427972793579102,150,-1597.4821234062304,-1597.4821,900,1500,4820,0,0.001143311,0.008496704,0.0,1
POWELL20,OSQP_high,max_iter_reached,35.17251801490784,100000,45654247587.35713,52089583000.0,10000,20000,40000,0,0.007360919,35.165869752,0.0,2
PRIMAL1,OSQP_high,optimal,0.004658937454223633,50,-0.03501327932142602,-0.035012965,325,410,6464,0,0.002453496,0.001714253,0.0,0
PRIMAL2,OSQP_high,optimal,0.004451751708984375,25,-0.03373369508507323,-0.033733676,649,745,9339,0,0.003076674,0.001020519,0.0,0
PRIMAL3,OSQP_high,optimal,0.035325050354003906,50,-0.135755953489052,-0.13575584,745,856,23036,0,0.011625329,0.003463234,0.0,0
PRIMAL4,OSQP_high,optimal,0.04116177558898926,100,-0.7460908865846549,-0.74609083,1489,1564,19008,0,0.011565006,0.02893901,0.0,0
PRIMALC1,OSQP_high,solver_error,1.1112620830535889,100000,-133313670.05885553,-6155.2508,230,239,2529,0,0.00020076,1.110696027,0.0,4
PRIMALC2,OSQP_high,solver_error,1.0728647708892822,100000,-142680322.59536898,-3551.3077,231,238,2078,0,0.000221659,1.036485998,0.0,2
PRIMALC5,OSQP_high,max_iter_reached,2.084110975265503,100000,-12999716.626316082,-427.23233,287,295,2869,0,0.000240444,2.083512267,0.0,5
PRIMALC8,OSQP_high,solver_error,1.8619749546051025,100000,-249975663.6585133,-18309.43,520,528,5199,0,0.000319711,1.854005215,0.0,2
Q25FV47,OSQP_high,optimal,9.485780954360962,36925,13744470.847045476,13744448.0,1571,2391,130523,0,0.013208684,9.468633084,0.0,1
QADLITTL,OSQP_high,optimal,0.0071849822998046875,1900,480318.5291338776,480318.86,97,153,637,0,0.000122812,0.006360949,0.0,7
QAFIRO,OSQP_high,optimal,0.001010894775390625,350,-1.5905530610753014,-1.5907818,32,59,124,0,3.9897e-05,0.000449017,0.0,0
QBANDM,OSQP_high,optimal,0.429110050201416,20100,16352.383409745456,16352.342,472,777,3023,0,0.001326013,0.426988678,0.0,1
QBEACONF,OSQP_high,optimal,0.04391193389892578,2500,164712.85549451527,164712.06,262,435,3673,0,0.000638203,0.042559531,0.0,9
QBORE3D,OSQP_high,max_iter_reached,1.1614549160003662,100000,3095.6905899388776,3100.2008,315,548,1872,0,0.00080019,1.159731649,0.0,17
QBRANDY,OSQP_high,optimal,0.42872118949890137,28275,28375.124172855292,28375.115,249,469,2511,0,0.000812626,0.426907416,0.0,4
QCAPRI,OSQP_high,max_iter_reached,2.506356954574585,100000,45465665.83344728,66793293.0,353,624,3852,0,0.000636691,2.505140258,0.0,2
QE226,OSQP_high,max_iter_reached,1.9141509532928467,100000,212.61759069927714,212.65343,282,505,4721,0,0.000628441,1.912915407,0.0,4
QETAMACR,OSQP_high,solver_error,10.63371992111206,100000,86396.67179239921,86760.37,688,1088,11613,0,0.005434344,10.625377123,0.0,0
QFFFFF80,OSQP_high,solver_error,6.803728342056274,100000,849882.1295703663,873147.47,854,1378,10635,0,0.002329663,6.785520056,0.0,2
QFORPLAN,OSQP_high,solver_error,2.030043125152588,100000,7389323821.351246,7456631500.0,421,582,6112,0,0.001503991,2.025033243,0.0,8
QGFRDXPN,OSQP_high,max_iter_reached,2.534623861312866,100000,100211525863.06537,100790590000.0,1092,1708,3739,0,0.001034507,2.513933274,0.0,2
QGROW15,OSQP_high,max_iter_reached,3.4453229904174805,100000,-101693249.86982058,-101693640.0,645,945,7227,0,0.001488829,3.442994804,0.0,8
QGROW22,OSQP_high,max_iter_reached,5.217102766036987,100000,-149629363.31695014,-149628950.0,946,1386,10837,0,0.002206932,5.195856068,0.0,9
QGROW7,OSQP_high,solver_error,1.6054770946502686,100000,-42799091.223407395,-42798714.0,301,441,3597,0,0.000675691,1.60414445,0.0,7
QISRAEL,OSQP_high,optimal,0.9675459861755371,84275,25347854.138986804,25347838.0,142,316,3765,0,0.000513963,0.966396533,0.0,4
QPCBLEND,OSQP_high,optimal,0.021136999130249023,575,-0.007842590235653644,-0.0078425409,83,157,657,0,0.00013595,0.003859967,0.0,2
QPCBOEI1,OSQP_high,solver_error,2.4648947715759277,100000,11487333.102045067,11503914.0,384,735,4253,0,0.001601298,2.462859383,0.0,3
QPCBOEI2,OSQP_high,max_iter_reached,1.5417201519012451,100000,7197138.080435461,8171962.3,143,309,1482,0,0.000505888,1.525245561,0.0,5
QPCSTAIR,OSQP_high,optimal,0.14479398727416992,4150,6204321.847605723,6204387.5,467,823,4790,0,0.001019814,0.124420536,0.0,4
QPILOTNO,OSQP_high,solver_error,17.265461921691895,100000,4720816.904591458,4728586.9,2172,3147,16105,0,0.008482905,17.252149286,0.0,0
QPTEST,OSQP_high,optimal,0.000614166259765625,50,4.3718750087637614,4.371875,2,4,10,0,1.0873e-05,3.1038e-05,0.0,1
QRECIPE,OSQP_high,optimal,0.002140045166015625,250,-266.6158821514348,-266.616,180,271,923,0,0.00014193,0.001499565,0.0,2
QSC205,OSQP_high,optimal,0.008681297302246094,1200,-0.005800378841546705,-0.0058139518,203,408,785,0,0.000197427,0.007912779,0.0,3
QSCAGR25,OSQP_high,optimal,0.2108440399169922,13100,201735907.48758906,201737940.0,500,971,2282,0,0.000467533,0.189308368,0.0,3
QSCAGR7,OSQP_high,optimal,0.12679314613342285,16450,26865686.964047328,26865949.0,140,269,602,0,0.000272409,0.119705886,0.0,3
QSCFXM1,OSQP_high,solver_error,2.4061408042907715,100000,16880372.551189642,16882692.0,457,787,4456,0,0.00107787,2.385956207,0.0,6
QSCFXM2,OSQP_high,solver_error,4.7225542068481445,100000,27772604.573352642,27776162.0,914,1574,8285,0,0.002094507,4.71849527,0.0,6
QSCFXM3,OSQP_high,optimal,5.4283599853515625,78800,30815024.876370877,30816355.0,1371,2361,11501,0,0.003051913,5.407993024,0.0,7
QSCORPIO,OSQP_high,max_iter_reached,1.2359728813171387,100000,1880.4210335114428,1880.5096,358,746,1842,0,0.000644384,1.232493566,0.0,216
QSCRS8,OSQP_high,solver_error,3.290454864501953,100000,904.6043944758286,904.56001,1169,1659,4560,0,0.000895667,3.288954764,0.0,2
QSCSD1,OSQP_high,optimal,0.012012958526611328,425,8.666606556553356,8.6666667,760,837,4584,0,0.001088136,0.009898482,0.0,2
QSCSD6,OSQP_high,optimal,0.39348506927490234,11025,50.80821219818552,50.808214,1350,1497,8378,0,0.001229877,0.39152899,0.0,3
QSCSD8,OSQP_high,optimal,0.1715078353881836,1775,940.7589513549651,940.76357,2750,3147,16214,0,0.002886049,0.167575681,0.0,1
QSCTAP1,OSQP_high,optimal,1.0531132221221924,60275,1415.9361376991167,1415.8611,480,780,2442,0,0.000449466,0.934907785,0.0,34
QSCTAP2,OSQP_high,max_iter_reached,7.997225046157837,100000,1734.995142975137,1735.0265,1880,2970,10007,0,0.002707773,7.993408308,0.0,354
QSCTAP3,OSQP_high,optimal,0.26130008697509766,2850,1438.7540433159888,1438.7547,2480,3960,13262,0,0.002718745,0.257721251,0.0,1
QSEBA,OSQP_high,optimal,2.0354599952697754,80275,81477253.48718756,81481801.0,1028,1543,6576,0,0.001618821,2.032757612,0.0,6
QSHARE1B,OSQP_high,max_iter_reached,1.0788300037384033,100000,839854.565930024,720078.32,225,342,1436,0,0.000456864,1.064585677,0.0,71
QSHARE2B,OSQP_high,optimal,0.15007567405700684,17725,11703.425468794709,11703.692,79,175,873,0,0.003579354,0.145497764,0.0,7
QSHELL,OSQP_high,optimal,0.4981250762939453,3200,1572637525298.859,1572636800000.0,1775,2311,74506,0,0.008248642,0.485902834,0.0,3
QSHIP04L,OSQP_high,optimal,0.15667414665222168,3025,2420016.7929241434,2420015.5,2118,2520,8548,0,0.003406512,0.1409464,0.0,3
