tau,SCS-3.0,OSQP,COSMO
378.94709190746676,1.0,1.0,1.0
382.45697224669993,1.0,1.0,1.0
385.9993617679767,1.0,1.0,1.0
389.5745615775501,1.0,1.0,1.0
393.18287557057704,1.0,1.0,1.0
396.82461045694816,1.0,1.0,1.0
400.5000757873611,1.0,1.0,1.0
404.20958397963057,1.0,1.0,1.0
407.9534503452449,1.0,1.0,1.0
411.7319931161679,1.0,1.0,1.0
415.54553347188755,1.0,1.0,1.0
419.39439556671863,1.0,1.0,1.0
423.27890655735484,1.0,1.0,1.0
427.19939663067765,1.0,1.0,1.0
431.15619903182284,1.0,1.0,1.0
435.149650092505,1.0,1.0,1.0
439.1800892596086,1.0,1.0,1.0
443.2478591240396,1.0,1.0,1.0
447.3533054498463,1.0,1.0,1.0
451.4967772036102,1.0,1.0,1.0
455.6786265841064,1.0,1.0,1.0
459.8992090522438,1.0,1.0,1.0
464.15888336127773,1.0,1.0,1.0
468.4580115873045,1.0,1.0,1.0
472.7969591600391,1.0,1.0,1.0
477.17609489387456,1.0,1.0,1.0
481.5957910192351,1.0,1.0,1.0
486.0564232142134,1.0,1.0,1.0
490.55837063650455,1.0,1.0,1.0
495.1020159556351,1.0,1.0,1.0
499.68774538548837,1.0,1.0,1.0
504.3159487171359,1.0,1.0,1.0
508.98701935196794,1.0,1.0,1.0
513.7013543351344,1.0,1.0,1.0
518.4593543892913,1.0,1.0,1.0
523.2614239486662,1.0,1.0,1.0
528.1079711934331,1.0,1.0,1.0
532.9994080844087,1.0,1.0,1.0
537.9361503980704,1.0,1.0,1.0
542.9186177618943,1.0,1.0,1.0
547.9472336900287,1.0,1.0,1.0
553.0224256192901,1.0,1.0,1.0
558.144624945496,1.0,1.0,1.0
563.3142670601358,1.0,1.0,1.0
568.5317913873754,1.0,1.0,1.0
