name,solver,status,run_time,iter,obj_val,n,m,N,status_val,scale_updates,scale,pobj,dobj,res_pri,res_dual,gap,res_infeas,res_unbdd_a,res_unbdd_p,comp_slack,solve_time,setup_time,lin_sys_time,cone_time,accel_time,rejected_accel_steps,accepted_accel_steps
2club200v15p5scn,SCS_AA1,optimal,3.1938791275024414,3425,-121.22230958398156,200,17197,104947,1,1,0.03159553151790075,-121.22230958398156,-121.22231459751487,0.0007061145956049376,0.00015343782788714198,5.01353331676585e-06,,0.008249335800200507,0.0,8.382023963804386e-10,2983.279178,207.244263,2285.7330240000038,293.12106300000045,68.257816,30,312
30n20b8,SCS_AA1,optimal,2.118351936340332,3100,1.1797383612039178,10845,11338,73105,1,2,1.1774741188630422,1.1797383612039178,1.1796959260280968,0.0005457477302741864,0.004539345268428908,4.243517582107368e-05,84.76760645999644,,,6.184749240523146e-11,2067.856229,47.001701,1382.716659999998,283.42190900000065,70.54388200000015,27,282
academictimetablesmall,SCS_AA1,optimal,5.0924742221832275,275,-6.999877429143368,25550,42818,236673,1,2,7.218788244482157,-6.999877429143368,-7.000571709791308,0.0016126620015560055,0.005364775207014721,0.0006942806479409317,,3.0000525313479467,0.0,1.1564225133042783e-09,4019.028595,1056.547951,2018.4955230000003,77.74528199999999,23.10389600000003,0,27
adult-max5features,SCS_AA1,optimal,151.34286403656006,28950,0.08115013869363027,32670,65376,417670,1,2,1.0127908207573153,0.08115013869363027,0.0812260599180983,8.584893875292718e-05,0.00013228800017373954,7.592122446801309e-05,12.311998046204362,,,1.229190360607646e-11,151095.702271,228.475621,96001.20139000044,32636.598342000136,3720.6043460002406,262,2632
adult-regularized,SCS_AA1,optimal,2.076291799545288,350,0.0777035856985914,32670,65375,417634,1,3,85.29440909461681,0.0777035856985914,0.0776854871976525,6.2186391098667e-07,6.35752052439519e-05,1.8098500938886236e-05,4191.387757813267,,,9.293661391678032e-11,1823.924709,227.144458,1167.5438110000002,262.66141500000003,50.357674999999986,0,34
allcolor58,SCS_AA1,optimal,4.181035995483398,275,-7157.998446904639,53792,181232,407684,1,1,0.3579019544383534,-7157.998446904639,-7157.99968793903,3.551187723205291e-05,8.808920044402127e-06,0.001241034390163904,,0.00083822314923914,0.0,4.671710485126823e-07,3575.048312,560.266651,2245.6312370000014,507.56979700000016,125.39912000000012,1,26
app1-2,SCS_AA1,optimal,105.76080775260925,31650,-258.60218346642847,20122,66274,243877,1,0,0.1,-258.60218346642847,-258.6021865107416,0.00018843450424419983,2.679165775992424e-05,3.04431314540183e-06,,0.0038669435544493014,0.0,2.5155248435960727e-09,105634.902994,114.028682,69578.4909749998,14970.5310710001,3772.6230670000486,283,2881
atlanta-ip,SCS_AA1,optimal,26.217092990875244,6850,81.23786783207242,16051,34888,189842,1,0,0.1,81.23786783207242,81.23825798131323,0.0024221100413609107,0.0008588585001503917,0.0003901492408015364,0.11078779036852301,,,4.2259974599584416e-11,26013.778862,194.450263,20669.954210000018,3075.3021449999906,378.12848299997677,62,622
bab1,SCS_AA1,optimal,244.15752387046814,58050,-286920.3611373795,5664,12383,102737,1,2,4.467382241245035,-286920.3611373795,-286921.807049278,0.003072222455582481,0.5490922059790958,1.4459118985464932,,3.4853023765676333e-06,0.0,5.327688845646605e-09,243910.47583,247.530017,231838.70642900007,4905.423015000015,1090.558278000011,525,5279
bab5,SCS_AA1,optimal,85.27592658996582,43850,-126098.49547786356,21476,26237,115642,1,2,12.989248459951073,-126098.49547786356,-126098.15793098861,0.0011694792404363433,0.35258489352823524,0.33754687493789165,,7.930308849336599e-06,0.0,3.349812030680691e-11,85147.436745,122.441889,63586.10579800041,8977.12027499995,2202.163333000132,396,3988
