name,solver,status,run_time,iter,obj_val,n,m,N,status_polish,setup_time,solve_time,update_time,rho_updates,rho_estimate
10034,OSQP,optimal,78.69301414489746,5025,-0.06593008903584933,40400,80600,280404,0,0.390043828,78.279074935,0.0,4,3.275270718614704e-05
10038,OSQP,optimal,143.18493604660034,1775,-0.051738653732617004,160800,321200,1120804,0,4.28500179,138.882764707,0.0,2,0.00022025137381946212
8495,OSQP,optimal,1.938035011291504,175,42854.83847881426,27543,35543,100572,0,0.340144564,1.594098929,0.0,2,2.1222041727924754
8500,OSQP,time_limit,1000.1957302093506,5622,0.1609429482059399,250997,501495,1561997,0,20.912192163,979.242497022,0.0,5,9.71073958113161e-06
8515,OSQP,optimal,0.05923199653625488,50,-0.0012473339124151118,16002,24004,96008,0,0.014159777,0.041383785,0.0,1,1e-06
8547,OSQP,time_limit,1000.847482919693,821,-0.004885831687592974,1003001,2004001,7006002,0,122.255944393,877.935162239,0.0,3,1.126289069179992e-05
8559,OSQP,optimal,94.84043598175049,5200,108680297.50592409,10000,15000,94966,0,4.395974883,90.427635367,0.0,2,7619.155348789767
8567,OSQP,optimal,35.6962149143219,1175,115699712.02430524,10000,17500,102465,0,5.301962677,30.365802387,0.0,2,12050.818472485807
8602,OSQP,optimal,140.2780101299286,500,27353.460336652515,34552,87535,277439,0,39.17237823,101.018549012,0.0,1,0.0006325223316435046
8616,OSQP,optimal,0.0833730697631836,50,245.07031892825012,13870,24274,55480,0,0.016574943,0.065211954,0.0,1,0.658146438686333
8785,OSQP,optimal,6.812301874160767,150,7867.700231869023,10399,21761,73422,0,1.513593281,5.297129239,0.0,2,0.0003857293801624739
8790,OSQP,optimal,2.2022740840911865,250,-0.43467049964701954,39204,39204,234432,0,0.126215229,2.051068322,0.0,3,0.40574987090062603
8792,OSQP,optimal,0.2726311683654785,75,1.9009673316768267,15129,15129,90282,0,0.036822469,0.224823037,0.0,0,0.058313055864202656
8845,OSQP,optimal,12.779978036880493,33925,13453149.105205713,1546,2323,127581,0,0.018477986,12.755749627,0.0,1,0.008372090946711801
8906,OSQP,optimal,1.6707799434661865,1300,3014471.202097292,5223,6061,132790,0,0.036895715,1.623345449,0.0,1,0.014604666163625928
8938,OSQP,max_iter_reached,31.026782989501953,100000,-37.389017319286594,4001,16000,35998,0,0.008788127,31.016886556,0.0,37,1.520047695926201
8991,OSQP,optimal,0.11471796035766602,50,-1.2046082845120145,14400,14400,85920,0,0.027334618,0.082171803,0.0,1,0.003391448171475158
9002,OSQP,solver_error,42.14891791343689,100000,141217701883.7488,2890,4539,15470,0,0.021946262,42.121777622,0.0,2,0.0016541264873036374
