tau,SCS,OSQP,COSMO
57.77790117970504,1.0,1.0,0.598
58.313051135262214,1.0,1.0,0.598
58.8531577519145,1.0,1.0,0.598
59.398266939203566,1.0,1.0,0.599
59.94842503189409,1.0,1.0,0.599
60.503678793912215,1.0,1.0,0.599
61.06407542232039,1.0,1.0,0.599
61.629662551329425,1.0,1.0,0.599
62.200488256347114,1.0,1.0,0.599
62.776601058065,1.0,1.0,0.599
63.35804992658251,1.0,1.0,0.599
63.9448842855694,1.0,1.0,0.599
64.53715401646701,1.0,1.0,0.599
65.13490946272803,1.0,1.0,0.599
65.73820143409586,1.0,1.0,0.599
66.34708121092348,1.0,1.0,0.599
66.96160054853219,1.0,1.0,0.599
67.5818116816111,1.0,1.0,0.599
68.20776732865686,1.0,1.0,0.599
68.83952069645497,1.0,1.0,0.599
69.47712548460237,1.0,1.0,0.599
70.12063589007181,1.0,1.0,0.599
70.77010661181889,1.0,1.0,0.599
71.42559285543126,1.0,1.0,0.599
72.08715033782136,1.0,1.0,0.599
72.7548352919623,1.0,1.0,0.599
73.42870447166761,1.0,1.0,0.599
74.1088151564157,1.0,1.0,0.599
74.79522515621821,1.0,1.0,0.599
75.48799281653436,1.0,1.0,0.599
76.18717702322995,1.0,1.0,0.599
76.8928372075831,1.0,1.0,0.599
77.6050333513357,1.0,1.0,0.599
78.32382599179196,1.0,1.0,0.599
79.04927622696424,1.0,1.0,0.599
79.78144572076624,1.0,1.0,0.599
80.52039670825474,1.0,1.0,0.599
81.26619200091946,1.0,1.0,0.599
82.01889499202203,1.0,1.0,0.599
82.77856966198476,1.0,1.0,0.599
83.54528058382867,1.0,1.0,0.599
84.31909292866256,1.0,1.0,0.599
85.10007247122246,1.0,1.0,0.599
85.88828559546249,1.0,1.0,0.599
86.68379930019779,1.0,1.0,0.599
87.4866812047991,1.0,1.0,0.599
88.29699955494087,1.0,1.0,0.599
89.11482322840202,1.0,1.0,0.599
89.94022174092044,1.0,1.0,0.599
90.77326525210228,1.0,1.0,0.599
91.61402457138516,1.0,1.0,0.599
92.46257116405738,1.0,1.0,0.599
93.31897715733238,1.0,1.0,0.599
94.18331534647952,1.0,1.0,0.599
95.05565920101196,1.0,1.0,0.599
95.93608287093141,1.0,1.0,0.599
96.82466119303123,1.0,1.0,0.599
97.72146969725725,1.0,1.0,0.599
98.6265846131282,1.0,1.0,0.599
99.54008287621524,1.0,1.0,0.599
100.46204213468131,1.0,1.0,0.599
101.39254075588153,1.0,1.0,0.599
102.3316578330245,1.0,1.0,0.599
103.27947319189515,1.0,1.0,0.599
104.23606739764011,1.0,1.0,0.599
105.20152176161591,1.0,1.0,0.599
106.17591834830002,1.0,1.0,0.599
107.15933998226711,1.0,1.0,0.599
108.15187025522881,1.0,1.0,0.599
109.1535935331391,1.0,1.0,0.599
110.16459496336569,1.0,1.0,0.599
111.1849604819271,1.0,1.0,0.599
112.21477682079802,1.0,1.0,0.599
113.25413151528114,1.0,1.0,0.599
114.30311291144787,1.0,1.0,0.599
115.36181017364785,1.0,1.0,0.599
116.43031329208767,1.0,1.0,0.599
117.50871309048075,1.0,1.0,0.599
118.59710123376694,1.0,1.0,0.599
119.69557023590428,1.0,1.0,0.599
120.8042134677329,1.0,1.0,0.599
121.92312516491107,1.0,1.0,0.599
123.05240043592616,1.0,1.0,0.599
124.19213527017834,1.0,1.0,0.599
125.34242654613995,1.0,1.0,0.599
126.50337203959037,1.0,1.0,0.599
127.67507043192657,1.0,1.0,0.599
128.8576213185518,1.0,1.0,0.599
130.05112521734085,1.0,1.0,0.599
131.25568357718427,1.0,1.0,0.599
132.47139878661176,1.0,1.0,0.599
133.69837418249466,1.0,1.0,0.599
134.93671405883066,1.0,1.0,0.599
136.18652367560813,1.0,1.0,0.599
137.44790926775366,1.0,1.0,0.599
138.7209780541621,1.0,1.0,0.599
140.00583824680976,1.0,1.0,0.599
141.30259905995337,1.0,1.0,0.599
142.61137071941283,1.0,1.0,0.599
143.93226447194064,1.0,1.0,0.599
145.26539259467813,1.0,1.0,0.599
146.61086840469844,1.0,1.0,0.599
147.96880626863964,1.0,1.0,0.599
149.33932161242518,1.0,1.0,0.599
150.72253093107557,1.0,1.0,0.599
152.1185517986105,1.0,1.0,0.599
153.52750287804227,1.0,1.0,0.599
154.94950393146317,1.0,1.0,0.599
156.3846758302246,1.0,1.0,0.599
157.8331405652118,1.0,1.0,0.599
159.29502125721228,1.0,1.0,0.599
160.77044216738236,1.0,1.0,0.599
162.25952870780873,1.0,1.0,0.599
163.76240745216873,1.0,1.0,0.599
165.27920614648954,1.0,1.0,0.599
166.81005372000593,1.0,1.0,0.599
168.35508029612024,1.0,1.0,0.599
169.9144172034626,1.0,1.0,0.599
171.48819698705393,1.0,1.0,0.599
173.07655341957258,1.0,1.0,0.599
174.67962151272457,1.0,1.0,0.599
176.29753752872057,1.0,1.0,0.599
177.93043899185773,1.0,1.0,0.599
179.5784647002095,1.0,1.0,0.599
181.24175473742378,1.0,1.0,0.599
182.92045048462938,1.0,1.0,0.599
184.61469463245476,1.0,1.0,0.599
186.324631193156,1.0,1.0,0.599
188.05040551285816,1.0,1.0,0.599
189.79216428391015,1.0,1.0,0.599
191.55005555735278,1.0,1.0,0.599
193.32422875550452,1.0,1.0,0.599
195.11483468466164,1.0,1.0,0.599
196.92202554791714,1.0,1.0,0.599
198.74595495809837,1.0,1.0,0.599
200.5867779508234,1.0,1.0,0.599
202.44465099768038,1.0,1.0,0.599
204.31973201952704,1.0,1.0,0.599
206.21218039991425,1.0,1.0,0.599
208.12215699863393,1.0,1.0,0.599
210.04982416539153,1.0,1.0,0.599
211.9953457536071,1.0,1.0,0.599
213.95888713434215,1.0,1.0,0.599
215.94061521035653,1.0,1.0,0.599
217.94069843029558,1.0,1.0,0.599
219.95930680300748,1.0,1.0,0.599
221.99661191199547,1.0,1.0,0.599
224.05278693000182,1.0,1.0,0.599
226.12800663372772,1.0,1.0,0.599
228.22244741868985,1.0,1.0,0.599
230.33628731421314,1.0,1.0,0.599
232.4697059985648,1.0,1.0,0.599
234.62288481422624,1.0,1.0,0.599
236.79600678330763,1.0,1.0,0.599
238.98925662310504,1.0,1.0,0.599
241.2028207618007,1.0,1.0,0.599
243.43688735431104,1.0,1.0,0.599
245.691646298279,1.0,1.0,0.599
247.96728925021577,1.0,1.0,0.599
250.26400964179192,1.0,1.0,0.599
252.58200269627847,1.0,1.0,0.599
254.9214654451423,1.0,1.0,0.599
257.28259674479324,1.0,1.0,0.599
259.665597293487,1.0,1.0,0.599
262.07066964838526,1.0,1.0,0.599
264.498018242772,1.0,1.0,0.599
266.9478494034321,1.0,1.0,0.599
269.4203713681882,1.0,1.0,0.599
271.9157943036019,1.0,1.0,0.599
274.43433032283656,1.0,1.0,0.599
276.9761935036891,1.0,1.0,0.599
279.5415999067856,1.0,1.0,0.599
282.1307675939471,1.0,1.0,0.599
284.74391664672476,1.0,1.0,0.599
287.38126918510665,1.0,1.0,0.599
290.04304938639916,1.0,1.0,0.599
292.7294835042816,1.0,1.0,0.599
295.440799888038,1.0,1.0,0.599
298.17722900196736,1.0,1.0,0.599
300.9390034449721,1.0,1.0,0.599
303.72635797033115,1.0,1.0,0.599
306.5395295056527,1.0,1.0,0.599
309.3787571730137,1.0,1.0,0.599
312.2442823092858,1.0,1.0,0.599
315.13634848664793,1.0,1.0,0.599
318.05520153329195,1.0,1.0,0.599
321.00108955431716,1.0,1.0,0.599
323.9742629528196,1.0,1.0,0.599
326.9749744511768,1.0,1.0,0.599
330.0034791125285,1.0,1.0,0.599
333.06003436245885,1.0,1.0,0.599
336.1449000108765,1.0,1.0,0.599
339.2583382740992,1.0,1.0,0.599
342.40061379714257,1.0,1.0,0.599
345.57199367621394,1.0,1.0,0.599
348.77274748141775,1.0,1.0,0.599
352.00314727966787,1.0,1.0,0.599
355.2634676578139,1.0,1.0,0.599
358.5539857459817,1.0,1.0,0.599
361.874981241128,1.0,1.0,0.599
365.22673643081754,1.0,1.0,0.599
368.6095362172158,1.0,1.0,0.599
372.0236681413066,1.0,1.0,0.599
375.4694224073337,1.0,1.0,0.599
378.94709190746676,1.0,1.0,0.599
382.45697224669993,1.0,1.0,0.599
385.9993617679767,1.0,1.0,0.599
389.5745615775501,1.0,1.0,0.599
393.18287557057704,1.0,1.0,0.599
396.82461045694816,1.0,1.0,0.599
400.5000757873611,1.0,1.0,0.599
404.20958397963057,1.0,1.0,0.599
407.9534503452449,1.0,1.0,0.599
411.7319931161679,1.0,1.0,0.599
415.54553347188755,1.0,1.0,0.599
419.39439556671863,1.0,1.0,0.599
423.27890655735484,1.0,1.0,0.599
427.19939663067765,1.0,1.0,0.599
431.15619903182284,1.0,1.0,0.599
435.149650092505,1.0,1.0,0.599
439.1800892596086,1.0,1.0,0.599
443.2478591240396,1.0,1.0,0.599
447.3533054498463,1.0,1.0,0.599
451.4967772036102,1.0,1.0,0.599
455.6786265841064,1.0,1.0,0.599
459.8992090522438,1.0,1.0,0.599
464.15888336127773,1.0,1.0,0.599
468.4580115873045,1.0,1.0,0.599
472.7969591600391,1.0,1.0,0.599
477.17609489387456,1.0,1.0,0.599
481.5957910192351,1.0,1.0,0.599
486.0564232142134,1.0,1.0,0.599
490.55837063650455,1.0,1.0,0.599
495.1020159556351,1.0,1.0,0.599
499.68774538548837,1.0,1.0,0.599
504.3159487171359,1.0,1.0,0.599
508.98701935196794,1.0,1.0,0.599
513.7013543351344,1.0,1.0,0.599
518.4593543892913,1.0,1.0,0.599
523.2614239486662,1.0,1.0,0.599
528.1079711934331,1.0,1.0,0.599
532.9994080844087,1.0,1.0,0.599
537.9361503980704,1.0,1.0,0.599
542.9186177618943,1.0,1.0,0.599
547.9472336900287,1.0,1.0,0.599
553.0224256192901,1.0,1.0,0.599
558.144624945496,1.0,1.0,0.599
563.3142670601358,1.0,1.0,0.599
568.5317913873754,1.0,1.0,0.599
573.7976414214133,1.0,1.0,0.599
