name,solver,status,run_time,iter,obj_val,n,m,N,status_val,scale_updates,scale,pobj,dobj,res_pri,res_dual,gap,res_infeas,res_unbdd_a,res_unbdd_p,comp_slack,solve_time,setup_time,lin_sys_time,cone_time,accel_time,rejected_accel_steps,accepted_accel_steps
cryptanalysiskb128n5obj16,SCS_AA2,optimal,0.9255931377410889,100,0.0,33549,102061,279047,1,0,0.1,0.0,1.4145005946014063e-06,1.680362214654165e-05,3.082893575678539e-07,1.4145005946014063e-06,0.21794925979138746,,,4.930130785414727e-29,657.271349,250.877929,423.9468350000001,112.10742799999996,25.456801000000002,0,9
d20200,SCS_AA2,optimal,222.19610118865967,24250,12229.498188040428,3181,4683,172896,1,3,0.3154618863122407,12229.498188040428,12229.488556640716,0.10808885182573483,0.009044130681442521,0.00963139971312966,0.009648809075859499,,,6.65195250802459e-09,219026.037159,3156.066138,206745.17094200104,1184.5133679999983,703.9673539998869,19,2405
dc1c,SCS_AA2,optimal,24.234591960906982,21600,1734713.5455843497,8789,9598,78805,1,2,1.0942566414485448,1734713.5455843497,1734882.8056421287,0.01613534466808159,0.19361063494672215,169.2600577789859,5.764078090385201,,,1.3061799108982086e-07,24135.88117,78.764163,19342.268780999933,1655.3709639999986,1064.3190950000937,83,2076
dc1l,SCS_AA2,optimal,15.001091003417969,3700,61902356.54491917,33860,34931,346555,1,2,33.03659503368917,61902356.54491917,61903197.20754245,0.0013814692805084522,761.450196524814,840.6626232801055,0.18093506187992914,,,0.0003415919059079897,14562.549227,423.743322,11659.254462999963,1063.5599310000002,290.36972899999404,31,338
dolom1,SCS_AA2,optimal,38.01608490943909,24875,6555412.041451806,10080,11147,128081,1,4,4.3015696391458205,6555412.041451806,6556059.128435825,0.07974336124615163,0.6879588605074438,647.0869840189639,15.253065606470367,,,2.98977829515934e-06,37873.94114,135.507708,32209.01356600002,2085.473209,680.3024489999331,200,2287
ds,SCS_AA2,optimal,59.27123403549194,7800,-5361.297476426756,67076,67730,1089663,1,1,12.743002803092724,-5361.297476426756,-5361.2554608619685,1.3582866834651405e-05,0.018697024628355933,0.042015564787169904,,0.00018652197721629227,0.0,5.131005309522152e-08,56964.199931,2277.182679,44503.03890999989,4286.392370999994,1422.041616999979,68,711
dws008-03,SCS_AA2,optimal,1.4896938800811768,500,584.5737174706072,31997,48138,195977,1,2,4.698144094887456,584.5737174706072,584.5443139579102,0.0021261970237938313,0.47107059893809017,0.02940351269701085,22.88105449639407,,,1.865274466260771e-24,1373.463963,105.517312,951.7280470000011,149.12032599999992,48.891261999999976,3,46
dws012-01,SCS_AA2,optimal,1.0931217670440674,450,1469.6700459993704,25553,38765,155746,1,2,4.561853004822768,1469.6700459993704,1469.597725638294,0.0004860987052566436,0.11815128864437897,0.07232036107644281,9.101124681489305,,,0.0,1009.378834,75.783327,686.1193180000005,122.267619,32.59732799999997,2,42
dws012-02,SCS_AA2,optimal,4.860601186752319,1025,1469.5307894924915,50575,76459,307117,1,2,4.423237337137492,1469.5307894924915,1469.6128543452983,0.00017155672896642342,0.20409001967466991,0.08206485280665175,9.10102984943895,,,0.0,4676.484937,167.408728,3258.3622790000018,536.4321350000008,160.23827800000174,7,95
dws012-03,SCS_AA2,optimal,9.417992115020752,1275,1469.465675164703,75402,113440,458445,1,4,13.956885562740613,1469.465675164703,1469.6041306867965,0.0001944868702054297,0.14579943139511375,0.13845552209343076,9.101084012234441,,,0.0,9125.430977,268.367427,6314.46478200001,1048.7927990000005,304.8651679999978,8,119
eilA101-2,SCS_AA2,optimal,36.56622886657715,4200,-4186.016096488242,65671,65771,1024230,1,1,26.883660748996576,-4186.016096488242,-4185.878970630123,0.00014844201572723905,0.13473265995404438,0.1371258581189478,,0.00023889062876551002,0.0,3.5157427191734314e-08,36027.494807,507.376849,29389.37320999994,2170.339810000002,785.605921999979,35,384
eilC76-2,SCS_AA2,optimal,17.94472098350525,5950,-2905.1506290864754,28481,28556,342709,1,1,19.2728250630537,-2905.1506290864754,-2904.9875482106745,0.0001161574165972175,0.09262454986089906,0.16308087580085892,,0.0003442162282804825,0.0,1.924490788951516e-09,17731.73472,200.605196,13741.76863999998,1255.420146000001,711.3304759999895,35,559
eva1aprime6x6opt,SCS_AA2,optimal,7.988384008407593,3975,-495.44934368060353,3106,34834,160840,1,3,5.211199800506909,-495.44934368060353,-495.4811062631494,0.0040413688228405865,0.0880229593153278,0.03176258254584843,,0.002018369773298917,0.0,3.076375222274552e-11,7857.113148,123.742798,5826.7896189999865,873.9856840000018,188.27671900000286,32,365
ex10,SCS_AA2,optimal,277.9670059680939,125,95.99999991855246,15892,78822,1048132,1,0,0.1,95.99999991855246,95.99997755323986,0.00011291290195433649,2.713118285558576e-05,2.2365312611037683e-05,0.02083357766625167,,,3.410605131648481e-13,23377.554009,254447.864781,23013.050625999993,67.09973000000002,18.061325,0,12
ex1010-pi,SCS_AA2,optimal,5.947658061981201,1150,220.66966525957892,23312,24780,120410,1,4,1.5199247890177352,220.66966525957892,220.66953510760595,0.0001490937784920172,0.00018057411607794462,0.00013015197297630912,0.004532397198932902,,,2.1592971855000087e-10,5532.150158,408.566689,3733.229634999996,266.10728100000006,62.36719299999967,6,108
ex9,SCS_AA2,optimal,40.97986817359924,125,78.00000000025548,8482,42166,411242,1,0,0.1,78.00000000025548,77.99999998064825,1.223540638737662e-06,4.278381992552831e-07,1.9607226186543834e-08,0.03846153854239128,,,3.694822225952521e-13,6255.048997,34685.987964,6114.008695999998,31.17900400000001,15.116224999999991,1,11
fast0507,SCS_AA2,optimal,12.290676832199097,2225,158.14530754618073,62171,62653,463927,1,3,3.927347679781518,158.14530754618073,158.14601795742695,8.22512961022673e-05,0.00028543610577405675,0.0007104112462258862,0.012648345256750336,,,2.1952784035050854e-10,11418.460793,853.324107,8122.261897000005,1187.234530999997,425.6160319999914,15,207
fastxgemm-n3r21s3t6,SCS_AA2,optimal,1.3479628562927246,50,83.9201996108116,18684,176816,491886,1,0,0.1,83.9201996108116,83.91590318706395,0.0026549276671324964,0.000995632944318292,0.004296423747641442,11.916692331497932,,,5.820766091346741e-10,582.979214,735.07626,389.6482710000001,66.857989,24.919664000000004,0,4
fastxgemm-n3r22s4t6,SCS_AA2,optimal,1.4298698902130127,50,83.91974637096955,19539,185129,515205,1,0,0.1,83.91974637096955,83.9154986619571,0.0008531054181374188,0.0009983793601548551,0.004247709012442327,11.916749777396667,,,1.3969838619232178e-09,600.533647,803.160355,396.76057000000003,75.39037199999999,25.700452000000006,0,4
fastxgemm-n3r23s5t6,SCS_AA2,optimal,1.6368701457977295,50,83.9204082645101,20394,193442,538524,1,0,0.1,83.9204082645101,83.91590641758962,0.0018804404719092813,0.000996345903172605,0.004501846920471563,11.916691872738845,,,1.1641532182693481e-09,668.508344,935.638934,448.12918799999994,77.66883300000003,28.288774000000004,0,4
fhnw-binschedule2,SCS_AA2,max_iter_reached,307.80974888801575,100000,1340.9941235024835,30613,36680,164111,2,2,0.00976174866193906,1340.9941235024835,1341.0388700657443,21.197895563846732,0.006549598504049948,6.93392568649604e-310,0.0007408065669619601,,,2.1952925588486494e-15,307633.698878,166.081996,224213.33504499772,34847.59763099956,13085.021797999761,650,9349
fhnw-schedule-paira200,SCS_AA2,optimal,5.029886960983276,3175,-73.82651978947622,20246,40292,80238,1,1,0.010212524352624309,-73.82651978947622,-73.82651810731701,0.0062519799007816354,2.2720896271718215e-05,1.6821592054435273e-06,,0.01354531204578954,0.0,1.5144287179036772e-10,4961.70955,62.675721,3018.6440840000014,750.5499360000007,216.99401200000548,27,290
fhnw-schedule-paira400,SCS_AA2,optimal,41.015666007995605,4725,-146.64517397685987,80503,160606,320509,1,4,0.025119923929368248,-146.64517397685987,-146.64516992620233,0.03756536261567193,1.1995439951167578e-05,4.050657556632448e-06,,0.006819191508762832,0.0,6.130025093823484e-11,40633.126204,351.367345,23794.93313300002,6524.715768999991,1935.9838900000148,37,435
fhnw-schedule-pairb200,SCS_AA2,optimal,1.320704698562622,775,-73.82559550501357,10731,42486,84826,1,0,0.1,-73.82559550501357,-73.82491906207167,3.108397518080298e-05,8.983089211859437e-05,0.0006764429418938825,,0.013545858684028736,0.0,3.918502501643051e-11,1242.557121,73.286528,680.6750770000001,273.1256569999999,75.13299999999975,5,72
fhnw-schedule-pairb400,SCS_AA2,optimal,19.899063110351562,2125,-146.92630698884042,46360,184528,368752,1,0,0.1,-146.92630698884042,-146.92625436532094,1.995863035255694e-05,0.00019644169131544762,5.262351947071659e-05,,0.0068060037227291054,0.0,1.3417801592030543e-10,19448.89056,417.389281,10919.063853000018,4009.2469670000023,982.5607979999852,16,196
fiball,SCS_AA2,optimal,1.1320228576660156,375,137.07008891737232,32899,35286,134351,1,2,0.0056255580748832456,137.07008891737232,137.06976259447183,0.0006012181278293716,3.409308606038393e-05,0.00032632290049641765,0.007295558005064472,,,5.953155746141192e-10,875.85156,247.39878,560.372288,108.76569699999999,43.30148499999994,0,37
genus-sym-g62-2,SCS_AA2,optimal,58.1691689491272,325,-53.99999957195008,12910,90943,281676,1,1,0.5775169906181498,-53.99999957195008,-53.99999963859578,7.835075122848179e-09,2.9624490159622374e-09,6.66457088908714e-08,,0.018518518666086902,0.0,8.307097232318483e-10,34275.757373,23841.770446,11614.525243,171.92495199999996,47.180844999999934,1,31
ger50-17-trans-dfn-3t,SCS_AA2,optimal,81.12004017829895,45775,3453.32084724655,22370,22856,190626,1,4,4.92890966250998e-05,3453.32084724655,3453.079950278284,45.02252330020809,0.002575104558131885,0.24089696826590015,0.010776123023288389,,,8.822098607197404e-11,80982.444158,130.235426,58349.924153000306,6261.170812000015,5740.010753998967,148,4429
ger50-17-trans-pop-3t,SCS_AA2,optimal,30.982563257217407,15825,3456.3278562069277,22370,22856,190627,1,3,0.0001651399799691224,3456.3278562069277,3456.17244759675,25.06806665452824,0.0035206899548066617,0.1554086101778647,0.010766476662719552,,,3.481659405224491e-12,30813.044073,142.461589,22116.46538300013,2648.3013700000015,2048.478183999957,55,1527
germanrr,SCS_AA2,optimal,1.5161399841308594,1275,45939464.312608585,10538,16060,168578,1,1,5.611353863143875,45939464.312608585,45939539.50900801,0.01195782993311702,53.44502788154985,75.19639943247087,0.01792827116420105,,,6.927177309989929e-06,1354.717998,154.321483,975.1721319999983,140.6818270000001,55.80160499999974,8,119
gfd-schedulen180f7d50m30k18,SCS_AA2,optimal,204.89159035682678,11425,0.0,104477,336519,827330,1,5,1e-06,0.0,-4.989997153068925e-08,0.005574807530509154,6.356827434996726e-08,4.989997153068925e-08,,,,2.927345865710862e-18,203799.253151,1023.799944,128983.06621300039,26991.51759399999,8568.86128800001,92,1050
gmut-75-50,SCS_AA2,optimal,9.665319919586182,1700,-14169962.39031935,35913,38410,601861,1,4,52.00216231485054,-14169962.39031935,-14170112.226852093,0.023433802715927272,34.32269614895804,149.83653274259916,,7.057183208974709e-08,0.0,1.4404233198851625e-10,9005.948534,638.67015,7108.653936999998,566.1028529999996,290.84708099999773,5,164
gmut-76-40,SCS_AA2,optimal,2.0610458850860596,950,-14145958.12982829,12396,14918,160549,1,2,1.036831474075414,-14145958.12982829,-14146094.523452016,2.1333470876327225,2.0550493921712802,136.39362372637166,,1.5080965658553226e-07,0.0,3.065906639676541e-09,1929.220505,125.982777,1543.7326739999999,122.75855700000002,57.69464599999962,3,91
gmut-76-50,SCS_AA2,optimal,7.156249046325684,1525,-14152370.769902175,30192,32715,483504,1,4,21.716011051337798,-14152370.769902175,-14152338.992927162,1.0642613006268518,33.447519054361415,31.776975012190206,,7.520021330208609e-08,0.0,3.64480001735501e-10,6615.018139,526.625667,5295.697142999988,394.813565,141.6791410000023,7,145
graph20-80-1rand,SCS_AA2,optimal,0.659743070602417,175,-116.9999975739168,14391,62827,186030,1,1,0.731705650444908,-116.9999975739168,-116.99999750227603,2.3689641037568818e-05,6.87429353414907e-07,7.164077169757305e-08,,0.008547008546001041,0.0,1.212043798659579e-10,542.551112,108.06529,362.7450309999998,65.49319699999995,16.68420399999997,0,17
graph40-20-1rand,SCS_AA2,optimal,1.6102678775787354,175,-156.99999924777833,29359,121989,355762,1,1,0.8803643936625692,-156.99999924777833,-156.99999709375484,8.203340699759587e-06,1.4278147171538517e-06,2.1540234710147284e-06,,0.0063694267783393,0.0,1.6781598333182046e-10,1306.730532,284.237178,870.2680670000002,144.34323799999999,39.376632999999956,0,17
graphdraw-grafo2,SCS_AA2,optimal,104.4204740524292,475,35763.13720058887,9258,212713,621624,1,0,0.1,35763.13720058887,35763.05811779478,0.011584841778822507,0.002711180894001203,0.07908279408430653,0.003411364401158838,,,1.0527119229664095e-06,37573.824128,66769.899418,35732.63803799999,757.507762,192.2772410000002,3,44
graphdraw-opmanager,SCS_AA2,optimal,17.572720050811768,450,54716.98862415737,4812,80207,231972,1,0,0.1,54716.98862415737,54716.99874344832,8.819822904842524e-05,0.0002969578058446612,0.010119290945630547,0.003033796091397823,,,9.451126743442728e-07,9213.450353,8325.88407,8637.526644999998,237.93948499999993,63.39052299999989,3,41
