tau,SCS-3.0,SCS_AA1,SCS_AA2,OSQP,COSMO
1.0,0.3103448275862069,0.3103448275862069,0.4482758620689655,0.13793103448275862,0.06896551724137931
1.0092621909870476,0.3103448275862069,0.3448275862068966,0.4827586206896552,0.13793103448275862,0.06896551724137931
1.0186101701559758,0.3448275862068966,0.3793103448275862,0.4827586206896552,0.13793103448275862,0.06896551724137931
1.0280447320933093,0.3448275862068966,0.41379310344827586,0.4827586206896552,0.13793103448275862,0.06896551724137931
1.0375666787451858,0.3448275862068966,0.41379310344827586,0.5172413793103449,0.13793103448275862,0.06896551724137931
1.0471768194855202,0.41379310344827586,0.41379310344827586,0.5172413793103449,0.13793103448275862,0.06896551724137931
1.0568759711848041,0.4482758620689655,0.41379310344827586,0.5862068965517241,0.13793103448275862,0.06896551724137931
1.0666649582795393,0.4827586206896552,0.41379310344827586,0.6206896551724138,0.13793103448275862,0.06896551724137931
1.0765446128423155,0.4827586206896552,0.41379310344827586,0.6206896551724138,0.1724137931034483,0.06896551724137931
1.0865157746525382,0.4827586206896552,0.41379310344827586,0.6551724137931034,0.1724137931034483,0.06896551724137931
1.0965792912678098,0.5172413793103449,0.41379310344827586,0.6551724137931034,0.1724137931034483,0.06896551724137931
1.1067360180959736,0.5517241379310345,0.41379310344827586,0.6551724137931034,0.1724137931034483,0.06896551724137931
1.116986818467823,0.5517241379310345,0.4482758620689655,0.6896551724137931,0.1724137931034483,0.06896551724137931
1.1273325637104867,0.6206896551724138,0.4482758620689655,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.1377741332214912,0.6551724137931034,0.4827586206896552,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.148312414543511,0.6896551724137931,0.4827586206896552,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.158948303439811,0.6896551724137931,0.4827586206896552,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.1696827039703852,0.7241379310344828,0.4827586206896552,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.180516528568805,0.7241379310344828,0.4827586206896552,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.1914506981197759,0.7586206896551724,0.4827586206896552,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.2024861420374122,0.7586206896551724,0.5172413793103449,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.2136237983442408,0.7586206896551724,0.5172413793103449,0.7241379310344828,0.1724137931034483,0.06896551724137931
1.2248646137509314,0.7586206896551724,0.5172413793103449,0.7586206896551724,0.1724137931034483,0.06896551724137931
1.2362095437367686,0.7586206896551724,0.5517241379310345,0.7586206896551724,0.1724137931034483,0.06896551724137931
1.2476595526308696,0.7586206896551724,0.5517241379310345,0.7586206896551724,0.1724137931034483,0.06896551724137931
1.259215613694151,0.7931034482758621,0.5517241379310345,0.7586206896551724,0.1724137931034483,0.06896551724137931
1.2708787092020586,0.7931034482758621,0.5862068965517241,0.7931034482758621,0.1724137931034483,0.06896551724137931
1.2826498305280605,0.7931034482758621,0.5862068965517241,0.7931034482758621,0.20689655172413793,0.06896551724137931
1.2945299782279156,0.7931034482758621,0.6206896551724138,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.306520162124721,0.7931034482758621,0.6206896551724138,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.3186214013947486,0.7931034482758621,0.6206896551724138,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.330834724654075,0.7931034482758621,0.6206896551724138,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.343161170046016,0.7931034482758621,0.6206896551724138,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.3556017853293685,0.7931034482758621,0.6206896551724138,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.3681576279674716,0.7931034482758621,0.6206896551724138,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.3808297652180925,0.7931034482758621,0.6551724137931034,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.3936192742241424,0.8275862068965517,0.6551724137931034,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.406527242105237,0.8275862068965517,0.6551724137931034,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.4195547660501011,0.8275862068965517,0.6551724137931034,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.4327029534098308,0.8275862068965517,0.6896551724137931,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.4459729217920199,0.8275862068965517,0.6896551724137931,0.8275862068965517,0.20689655172413793,0.06896551724137931
1.4593657991557567,0.8275862068965517,0.6896551724137931,0.8275862068965517,0.20689655172413793,0.06896551724137931
