name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N,setup_time,solve_time,scale,scale_updates
AUG2D,SCS-3.0,optimal,0.1052389144897461,25,1687406.2106635913,1687411.8,20200,30200,80000,46.631283,52.092187,0.1,0
AUG2DC,SCS-3.0,optimal,0.11927199363708496,25,1818361.345641473,1818368.1,20200,30200,80400,52.101114,59.988209,0.1,0
AUG2DCQP,SCS-3.0,optimal,3.1500489711761475,1625,6498102.221815566,6498134.8,20200,30200,80400,56.154613,3089.020387,11.782286051922721,4
AUG2DQP,SCS-3.0,optimal,3.244217872619629,1675,6236964.4716918105,6237012.1,20200,30200,80000,52.568947,3186.467177,10.751066317489288,4
AUG3D,SCS-3.0,optimal,0.01709270477294922,25,554.0677516501187,554.06773,3873,4873,13092,9.104367,6.541689,0.1,0
AUG3DC,SCS-3.0,optimal,0.021068811416625977,25,771.2624603618979,771.26244,3873,4873,14292,10.789628,9.015144,0.1,0
AUG3DCQP,SCS-3.0,optimal,0.0846109390258789,250,993.2681055752532,993.36215,3873,4873,14292,10.02915,73.268075,8.058533700703345,2
AUG3DQP,SCS-3.0,optimal,0.06357240676879883,200,675.2358524822171,675.23767,3873,4873,13092,9.893373,52.375264,0.9956391774040215,1
BOYD1,SCS-3.0,optimal,152.3784577846527,15050,-72671768.87283844,-61735220.0,93261,93279,745507,310.035535,152031.306933,1e-06,2
BOYD2,SCS-3.0,max_iter_reached,1000.5427117347717,53325,7452.363189382794,21.256767,93263,279794,517049,354.206644,1000134.890467,1e-06,2
CONT-050,SCS-3.0,optimal,1.8659110069274902,4450,-4.564942431520425,-4.5638509,2597,4998,17199,14.955257,1848.060927,0.004561807517130164,2
CONT-100,SCS-3.0,optimal,24.19794201850891,7250,-4.645711018830331,-4.6443979,10197,19998,69399,104.184026,24088.510616,0.00033292937597739,3
CONT-101,SCS-3.0,optimal,26.99429178237915,7500,0.1953062458004735,0.19552733,10197,20295,62496,117.58749,26871.41038,0.014033337270403382,7
CONT-200,SCS-3.0,optimal,27.04360008239746,1350,-4.731407139872292,-4.6848759,40397,79998,278799,850.127621,26162.716246,8.547759583960641e-05,4
CONT-201,SCS-3.0,optimal,145.55789518356323,7225,0.1922825314662372,0.19248337,40397,80595,249996,1076.896933,144452.306869,0.0038529918109549083,11
CONT-300,SCS-3.0,optimal,381.39850401878357,7450,0.20132686057310256,0.19151232,90597,180895,562496,3929.927872,377384.071999,0.0006139773043794256,4
CVXQP1_L,SCS-3.0,optimal,180.55962014198303,13325,108704922.85031034,108704800.0,10000,15000,94966,3413.843267,177127.648089,1385.3395046191813,6
CVXQP1_M,SCS-3.0,optimal,0.663424015045166,3450,1087511.6545782392,1087511.6,1000,1500,9466,18.71064,643.716046,415.1499176213118,4
CVXQP1_S,SCS-3.0,optimal,0.004239082336425781,450,11590.699378575835,11590.718,100,150,920,0.385943,3.255285,13.743316205704758,2
CVXQP2_L,SCS-3.0,optimal,198.2726821899414,20250,81842559.11998136,81842458.0,10000,12500,87467,2304.012962,195952.805753,2093.603599347604,7
CVXQP2_M,SCS-3.0,optimal,0.5705831050872803,3775,820164.0912555506,820155.43,1000,1250,8717,9.670449,559.42533,25.90311599326759,5
CVXQP2_S,SCS-3.0,optimal,0.0029549598693847656,300,8120.928673781021,8120.9405,100,125,846,0.319179,1.951512,17.555559471722056,2
CVXQP3_L,SCS-3.0,optimal,216.24305295944214,14625,115711115.97302297,115711100.0,10000,17500,102465,4220.830106,212001.461364,1262.261522695905,5
CVXQP3_M,SCS-3.0,optimal,0.6190860271453857,2850,1362837.255932681,1362828.7,1000,1750,10215,10.316379,607.725395,520.1354223988359,4
CVXQP3_S,SCS-3.0,optimal,0.003278017044067383,250,11943.522306666277,11943.432,100,175,994,0.415903,2.250343,11.485322241976654,2
DPKLO1,SCS-3.0,optimal,0.001360177993774414,25,0.37009621243312224,0.37009622,133,210,1785,0.578934,0.469844,0.1,0
DTOC3,SCS-3.0,optimal,0.4603767395019531,450,232.8953751456222,235.26248,14999,24997,64989,25.602575,431.330799,0.00037949703673078916,2
DUAL1,SCS-3.0,optimal,0.001895904541015625,25,0.03501201141034802,0.035012966,85,86,7201,0.653645,0.392095,0.1,0
DUAL2,SCS-3.0,optimal,0.002511739730834961,25,0.03373367492797141,0.033733676,96,97,9112,0.977934,0.482241,0.1,0
DUAL3,SCS-3.0,optimal,0.03393816947937012,25,0.13575567210356018,0.13575584,111,112,12327,1.221249,0.534296,0.1,0
DUAL4,SCS-3.0,optimal,0.001959085464477539,25,0.7460828585792312,0.74609084,75,76,5673,0.731431,0.344392,0.1,0
DUALC1,SCS-3.0,optimal,0.00214385986328125,150,6154.825727228651,6155.2508,9,224,2025,0.397832,1.16052,0.1,0
DUALC2,SCS-3.0,optimal,0.03112483024597168,50,3549.0907594269984,3551.3077,7,236,1659,0.290145,30.167237,0.1,0
DUALC5,SCS-3.0,optimal,0.0015401840209960938,50,427.18809022970163,427.23233,8,286,2296,0.426868,0.518,0.1,0
DUALC8,SCS-3.0,optimal,0.0017507076263427734,25,18308.81616796168,18309.359,8,511,4096,0.637088,0.485953,0.1,0
EXDATA,SCS-3.0,optimal,3.2659590244293213,525,-141.73613829671643,-141.84343,3000,6001,2260500,1060.705812,2076.616457,0.1,0
GENHS28,SCS-3.0,optimal,0.0007109642028808594,25,0.9271736846535605,0.92717369,10,18,62,0.105422,0.081357,0.1,0
GOULDQP2,SCS-3.0,optimal,0.0448918342590332,625,0.0001843308958856692,0.00018427534,699,1048,2791,1.177158,43.036268,0.0009025770073671965,3
GOULDQP3,SCS-3.0,optimal,0.029850006103515625,75,1.9905220372238546,2.062784,699,1048,3838,1.242771,27.787456,0.1,0
HS118,SCS-3.0,optimal,0.0009558200836181641,275,665.0638540485428,664.82045,15,32,69,0.140359,0.443532,0.0671233994910287,2
